id,bonus_payment,choiceB,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,age,sex,student,df
65ba9446ef49a7d694d2d5dd,0.00,1,beliefs_first,4,2,4,3,910,1,0.75,41,9,50,50,9,41,6,B,1,2,24,Female,Yes,v5
98bbf8265f68f96c89abbe78,1.28,0,choice_first,4,3,4,4,542,1,1,44,12,44,45,10,45,1,B,0,2,21,Female,DATA_EXPIRED,v5
9ea47e9ce896f36f25de7cb2,0.00,0,beliefs_first,2,2,2,2,429,0.5,0.4,20,50,30,40,60,0,5,B,0,2,37,Female,No,v5
c74437c1eee521ad78008b0b,1.08,1,choice_first,3,1,5,5,499,1,1,45,10,45,45,10,45,1,B,0,2,26,Female,No,v5
69b468bc4e7e4abffece6429,2.00,0,beliefs_first,5,3,5,2,568,1,0.98,49,2,49,52,2,46,7,B,0,2,42,Female,No,v5
faaa320257ce75113b487842,0.00,0,beliefs_first,3,1,3,4,738,1.5,1.5,20,50,30,20,50,30,4,A,0,2,50,Female,No,v5
1cdc7404675c46438f00647a,2.00,0,beliefs_first,4,2,4,4,941,1,1,25,50,25,30,50,20,7,B,0,2,71,Female,No,v5
acbd1f8149c49cc33bccea00,2.00,1,choice_first,4,1,5,5,635,1,1,50,0,50,50,0,50,5,A,0,2,63,Female,No,v5
44062296c9e2acad30941d03,1.88,1,choice_first,2,2,4,3,1672,1.1,1.25,30,10,60,35,15,50,6,B,0,2,41,Female,No,v5
07c537c83a8d55445613bbf2,2.00,0,beliefs_first,2,1,2,3,689,1,1,30,10,60,30,10,60,1,B,0,2,24,Female,No,v5
88e985a762f492099921c8ff,0.40,1,choice_first,4,3,4,4,1244,1.5,2,10,50,40,10,20,70,5,B,0,2,48,Female,No,v5
41a1613360851d03c8dcfebc,0.00,1,beliefs_first,5,2,5,5,1672,1.1,0.5,10,10,80,90,0,10,7,A,0,2,56,Female,No,v5
8d81aed6df119b2cd342da76,0.00,0,choice_first,4,3,5,2,913,1,1,46,8,46,46,8,46,1,B,1,2,20,Female,Yes,v5
3968d198e405c911a73efd1d,2.00,1,beliefs_first,3,3,4,4,714,1,1,45.5,9,45.5,45.5,9,45.5,2,A,1,2,22,Female,Yes,v5
94219acc2fb03d07a274b11c,1.64,0,choice_first,4,3,2,2,869,1,1,25,50,25,25,50,25,7,A,1,2,35,Female,No,v5
48b395f2df3c4e0f98fd14e1,1.20,0,choice_first,4,1,3,4,1456,1,1,25,15,60,75,10,15,7,B,0,2,53,Female,No,v5
63ceac16a30fb9c461f44cc6,0.00,1,beliefs_first,3,2,1,5,1339,1.75,2,10,30,60,65,25,10,7,A,0,2,37,Female,No,v5
b6f7a2931440dee97b141475,0.00,0,beliefs_first,2,1,4,2,757,1,0.8,49,1,50,59,1,40,5,B,0,2,37,Female,No,v5
a565e3557954685c390a1d20,0.40,0,choice_first,2,1,4,5,924,0.2,0.18,100,0,0,100,0,0,5,A,1,2,22,Female,No,v5
016cc4047da2f18f529e5e81,1.60,1,choice_first,4,2,4,4,763,1,1,49.4,1.2,49.4,49.4,1.2,49.4,5,A,0,2,29,Female,No,v5
ae151dd14c5e3684c1e97a01,0.00,1,beliefs_first,3,1,4,4,1586,1.6,1.2,33,34,33,33,33,34,4,B,0,2,44,Female,No,v5
e4582e4776d51ae378be07b6,1.12,1,choice_first,3,3,5,4,805,1,2,20,25,55,20,40,40,4,A,1,2,49,Female,No,v5
