id,choiceB,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,age,sex,student,df,cond
bc7c41143e0c77583ad78794,0,choice_first,4,3,2,3,1009,2,2,15,25,60,20,30,50,7,A,1,1,54,Female,No,BoxRight,Description
1cae2a39d8901f99e32d4d28,1,choice_first,4,2,4,4,1016,1.5,2,45,10,45,35,10,55,5,A,1,1,41,Male,No,BoxRight,Description
4fa0ac6f64aff8748a03e495,1,choice_first,2,1,2,1,925,1.5,2,33,34,33,33,33,34,6,B,1,1,51,Female,No,BoxRight,Description
6f609c6ac1f260c78e18ee17,0,beliefs_first,2,2,4,5,957,2,2,45,10,45,45,10,45,3,A,0,1,56,Female,DATA_EXPIRED,BoxRight,Description
dfdf1dbf19d52e2ba06343d3,1,beliefs_first,3,2,4,2,1504,0.2,0.4,40,10,50,40,10,50,5,B,1,1,53,Female,No,BoxRight,Description
2cfbf45b26dc8f5c05a5af5b,1,choice_first,4,3,3,4,981,1,1.5,25,50,25,15,50,35,4,A,1,1,52,Female,No,BoxRight,Description
de9b7343a7579db4494a7420,0,beliefs_first,2,1,5,3,1403,0.87,0.86,50,1,49,50,1,49,4,A,1,1,34,Female,No,BoxRight,Description
0354588bb3c11323a1d6f91a,1,beliefs_first,3,2,4,2,755,1,1,48,2,50,47,2,51,4,A,0,1,36,Male,No,BoxRight,Description
2e559d0c01e357e0fff68c41,0,choice_first,4,3,3,4,997,1,1,45.5,9,45.5,45.5,9,45.5,4,A,1,1,38,Female,No,BoxRight,Description
8b44d109d7f8215427480cde,0,beliefs_first,2,3,4,3,1519,2,0,60,2,38,60,2,38,5,A,0,1,38,Female,DATA_EXPIRED,BoxRight,Description
f508c9e511b62c2600107935,0,beliefs_first,5,3,3,4,875,1,0.75,45.5,9,45.5,54.5,9,36.5,7,B,1,1,27,Male,No,BoxRight,Description
c45bfb5572d80a62514c6604,0,beliefs_first,4,2,4,4,2909,1,2,25,50,25,50,25,25,4,A,1,1,62,Female,DATA_EXPIRED,BoxRight,Description
33317cf1634272b2c7bfcb02,1,choice_first,5,3,4,2,1085,0.4,0.5,30,20,50,30,40,30,5,A,1,1,33,Male,No,BoxRight,Description
4969a219a8f39286390dba35,0,choice_first,3,1,4,4,932,1,1,45,10,45,45,10,45,1,B,1,1,42,Male,No,BoxRight,Description
1163696e5b84a3343927fedb,0,beliefs_first,1,2,4,5,970,1,0.9,49,1,50,50,1,49,6,B,0,1,29,Female,DATA_EXPIRED,BoxRight,Description
d6e7da36e8059e0bb0164f11,1,beliefs_first,4,3,4,4,1310,1,1,45,10,45,45,10,45,5,A,1,1,26,Male,DATA_EXPIRED,BoxRight,Description
837f8f0e34798defe4b89bde,0,beliefs_first,3,1,4,4,1881,1,1,25,50,25,25,50,25,4,B,0,1,48,Male,Yes,BoxRight,Description
8543a62d36ddc3d02750c9de,0,choice_first,4,2,5,4,1365,1,0.75,33.3,33.4,33.3,40,30,30,6,A,1,1,37,Female,DATA_EXPIRED,BoxRight,Description
b60926794908cea750cdd574,0,beliefs_first,4,3,5,3,1787,1,0.85,47.04,1.96,51,51,1.96,47.04,7,B,0,1,33,Male,No,BoxRight,Description
c129a94accc26d2793d9fb7b,0,choice_first,5,4,5,5,392,0.8,1,50,5,45,50,5,45,7,A,0,1,26,Male,No,BoxRight,Description
fee5a8ddbb14450719b8d356,0,choice_first,4,3,4,4,812,0.91,1,45.5,9,45.5,45.5,9,45.5,5,A,1,1,28,Male,No,BoxRight,Description
9761f118ce9766a03dc26834,1,beliefs_first,2,3,4,2,1569,1.01,1.01,45.5,9,45.5,45.5,9,45.5,7,B,1,1,56,Male,No,BoxRight,Description
d1416d947f33c641491d4f76,1,beliefs_first,2,2,3,3,878,1,1,45.5,9,45.5,45.5,9,45.5,1,B,1,1,37,Male,No,BoxRight,Description
26ddd5b4d3393d54e1219139,0,choice_first,4,2,4,4,1630,1,1.25,25,25,50,30,30,40,7,B,0,1,64,Male,No,BoxRight,Description
f90a649c0fa4f5d8a0a77e04,0,choice_first,3,2,4,4,386,1,1,33,34,33,33,34,33,4,A,0,1,33,Male,No,BoxRight,Description
a840d5f7006a5b00ddb03093,0,beliefs_first,1,4,1,2,498,1,0.96,49,2,49,49,2,49,6,A,0,1,35,Male,No,BoxRight,Description
1ff1d7a704c8d975898c2698,1,choice_first,4,1,4,5,580,0.5,1,70,20,10,80,10,10,5,B,0,1,35,Female,No,BoxRight,Description
4d141138dd0ccadb7213ec98,1,beliefs_first,4,2,4,4,633,1,1,49,2,49,49,2,49,5,A,0,1,46,Male,No,BoxRight,Description
429dd7f41170c44b5be9de95,1,beliefs_first,4,2,2,4,725,1.5,1.5,25,50,25,25,50,25,5,A,0,1,27,Female,Yes,BoxRight,Description
d7112c0e5085ebe50dc01837,1,beliefs_first,4,3,4,4,700,1,1,40,10,50,40,10,50,6,B,1,1,45,Male,No,BoxRight,Description
2442f4ece1052735d44f4424,1,beliefs_first,3,1,5,4,768,2,0,45,10,45,45,10,45,4,B,0,1,65,Male,No,BoxRight,Description
47ad12233d2c19b3c67d78e5,0,beliefs_first,4,3,2,2,882,0.4,0.4,50,2,48,50,2,48,4,A,0,1,28,Male,No,BoxRight,Description
23255af3daef02d8f2dd9076,0,choice_first,2,1,5,4,894,0.176,0.18,50,0,50,50,0,50,7,B,0,1,34,Female,DATA_EXPIRED,BoxRight,Description
7b4d5434e0376a4040a9d6cf,1,choice_first,5,3,2,4,846,0.9,0.8,45,5,50,40,5,55,4,A,1,1,30,Male,DATA_EXPIRED,BoxRight,Description
3822c8da5783eeacb5f7f3ed,0,choice_first,5,4,5,5,1045,1,1.25,50,8.5,41.5,40,10,50,5,B,1,1,25,Male,DATA_EXPIRED,BoxRight,Description
cbb082e7f14d142486961c87,0,beliefs_first,3,2,4,3,1334,1,0.75,40,10,50,50,10,40,2,B,1,1,42,Female,No,BoxRight,Description
7f6540917c9b0d686afc991d,1,choice_first,4,4,5,5,1735,1,1,98.04,1.96,0,3.92,0,96.08,5,A,0,1,26,Male,No,BoxRight,Description
fd70e962fca0cd31e2155bea,1,choice_first,3,2,5,5,1875,1,1,0,100,0,0,100,0,4,B,0,1,56,Female,No,BoxRight,Description
cf1b67662908305d2b7e5fda,0,beliefs_first,3,4,3,4,541,1,1,50,10,40,40,10,50,7,B,1,1,26,Male,No,BoxRight,Description
ea733c6b5c38fea2e2095409,0,beliefs_first,3,4,5,3,429,0.9,1,50,2,48,49,2,49,5,A,0,1,21,Male,Yes,BoxRight,Description
63615bf545c338dee8f5af87,1,beliefs_first,3,3,4,5,554,1,1,49,2,49,49,2,49,1,B,0,1,39,Male,DATA_EXPIRED,BoxRight,Description
7017fb1aa5d03798f385d795,0,choice_first,4,3,3,3,586,1,0.08,50,10,40,70,10,20,6,B,0,1,42,Male,No,BoxRight,Description
2ef52e5050fea87afbd3e28f,1,beliefs_first,4,3,4,4,656,1,1,45,10,45,45,10,45,1,B,1,1,39,Female,No,BoxRight,Description
fd71451163958ac306acb0af,1,choice_first,4,2,4,3,580,2,1,33,33,34,5,45,50,5,B,0,1,55,Male,No,BoxRight,Description
60d7ecaef9a1e8a22dba898d,1,choice_first,4,2,5,5,703,1.18,1.25,48,4,48,40,1,59,5,B,1,1,62,Male,No,BoxRight,Description
3adb66c81ba6057ec4ebd467,1,choice_first,2,1,4,4,474,1,1,50,2,48,50,2,48,4,B,0,1,30,Male,Yes,BoxRight,Description
a0908837781f591b63f7c871,0,beliefs_first,2,1,4,4,755,1.5,0.5,40,20,40,60,10,30,6,A,1,1,35,Female,No,BoxRight,Description
e2a1486981509ba998b39713,1,choice_first,4,5,4,5,673,1,1,49,2,49,49,2,49,4,A,0,1,43,Male,No,BoxRight,Description
5bbe5eec36454ee4180b347e,0,beliefs_first,4,5,4,4,761,1,1,49,2,49,49,2,49,1,A,0,1,23,Male,No,BoxRight,Description
a5434a04f1006df58e3f2d26,1,choice_first,3,4,4,2,686,1,1.2,50,1,49,49,1,50,2,A,0,1,29,Female,No,BoxRight,Description
03b55fb3c47461bfcb8a6710,0,beliefs_first,4,2,5,5,706,2,0.8,0,0,100,0,100,0,6,B,1,1,30,Female,No,BoxRight,Description
1eedc860364a53dec5951ae2,1,beliefs_first,5,5,5,5,613,1,1,49,2,49,50,2,48,7,A,0,1,33,Male,Yes,BoxRight,Description
ede85ba703f8f8fc9cec598d,1,choice_first,4,4,4,2,758,1,1,45,7,48,40,10,50,6,A,1,1,22,Female,Yes,BoxRight,Description
797c801deec2d640bfbe8c4d,0,beliefs_first,3,3,5,4,519,1,0.9,49,2,49,45,2,53,7,B,0,1,30,Male,No,BoxRight,Description
15f7311c7419f89985f63580,0,beliefs_first,3,3,3,4,808,1,0.98,49,2,49,49.1,1.9,49,7,B,0,1,50,Male,No,BoxRight,Description
8cca28ed4e5fa7d66b466994,0,choice_first,3,1,4,5,906,0.75,1,55,2,43,46,2,52,6,B,1,1,49,Male,No,BoxRight,Description
a29fa6fe29122775e491998d,1,choice_first,2,2,5,4,777,1,1,45,10,45,45,10,45,4,B,1,1,40,Male,No,BoxRight,Description
27af9a654804754357362fbe,0,beliefs_first,2,1,2,2,533,1,1,45,10,45,45,10,45,1,A,1,1,33,Female,Yes,BoxRight,Description
c2816aa294ee2e0c21c48fa8,1,choice_first,3,2,4,4,613,1,1,49,2,49,49,2,49,2,B,1,1,25,Female,No,BoxRight,Description
71b7672439c21c4724c97011,0,choice_first,4,3,4,3,957,1,1,49,2,49,49,2,49,6,A,0,1,52,Male,No,BoxRight,Description
b8cb84266c991b382cd3f705,0,choice_first,5,2,2,2,629,1.02,1,0,0,100,0,0,100,6,A,0,1,28,Male,No,BoxRight,Description
e949f3441338b64996c772dc,1,beliefs_first,5,3,4,4,480,1,1,50,0,50,50,35,15,6,B,0,1,30,Female,No,BoxRight,Description
9548cdbd4cfdd0e6bcad3925,1,choice_first,2,3,4,2,648,1,1,25,50,25,25,50,25,5,B,0,1,33,Female,No,BoxRight,Description
03cd10139e78f3d37f94fe68,1,choice_first,3,2,5,5,1123,1,1,25,50,25,30,50,20,5,B,0,1,44,Male,No,BoxRight,Description
f4d20b94053367e38c9cdacf,1,choice_first,2,2,2,1,904,0.91,1,33,9,58,43,9,48,5,A,1,1,50,Female,No,BoxRight,Description
43a86b1574da1a9d4bf190c1,1,beliefs_first,2,2,4,4,632,1,1,34,33,33,34,33,33,5,A,0,1,44,Male,No,BoxRight,Description
4799923188b77e2fac468893,0,choice_first,4,2,4,4,600,0.8,0.6,60,10,30,70,10,20,5,A,1,1,40,Female,No,BoxRight,Description
da8cef2d34c3abbf02abb438,1,beliefs_first,4,3,4,4,1237,1,1,45,10,45,45,10,45,1,A,1,1,34,Male,DATA_EXPIRED,BoxRight,Description
9db981b22436c3a309bb6fd8,1,choice_first,4,4,2,2,385,2,2,49,2,49,49,2,49,7,B,0,1,39,Male,No,BoxRight,Description
606a0f8e9aaf20da88090fa9,1,beliefs_first,3,3,4,5,718,1,2,0,0,100,0,0,100,5,B,0,1,58,Female,No,BoxRight,Description
a14e52fb263069a3905ef322,0,choice_first,3,3,4,4,1027,2,2,50,10,40,70,10,20,6,B,1,1,27,Male,DATA_EXPIRED,BoxRight,Description
90e913f1e97030682235a6db,0,beliefs_first,5,3,4,4,1226,1,1.25,50,25,25,25,25,50,5,A,0,1,28,Male,No,BoxRight,Description
3e87e24950ca272b5ae90093,1,choice_first,2,1,2,2,936,0.82,0.82,45,9,46,36,9,55,5,B,1,1,68,Female,No,BoxRight,Description
0dbb4d0ace0c289c541831b1,1,beliefs_first,2,2,4,4,1158,1,1.87,45.5,9,45.5,45.5,9,45.5,5,A,1,1,23,Male,Yes,BoxRight,Description
ddb491117cc457491101a323,1,beliefs_first,3,2,4,3,1704,1,0.89,49,2,49,51,2,47,5,B,0,1,35,Female,DATA_EXPIRED,BoxRight,Description
2cc0121c2450b98b37db5467,1,beliefs_first,4,4,3,4,1223,1,1,49,2,49,49,2,49,5,A,0,1,58,Male,No,BoxRight,Description
20f030bfc632e5500eae6e59,0,beliefs_first,3,4,4,5,1274,1,1,25,50,25,25,50,25,5,A,1,1,39,Male,No,BoxRight,Description
c7eca9462794f97739e17fe5,0,choice_first,2,3,3,2,378,1,1.25,50,10,40,35,20,45,6,B,1,1,43,Male,Yes,BoxRight,Description
5983c0660fd20a18f7ecd9a6,0,choice_first,3,2,3,2,589,1,1,46,8,46,50,10,40,7,A,1,1,33,Female,No,BoxRight,Description
5f5945000ee33c69c299ebe1,0,choice_first,2,1,5,4,682,2,1,20,5,75,25,5,70,5,A,1,1,23,Male,No,BoxRight,Description
d6f76d85411aee34e7e451f5,0,beliefs_first,3,3,4,4,673,1.1,1.3,30,5,65,47,6,47,4,A,1,1,23,Female,Yes,BoxRight,Description
ec34827bede9e75599686694,1,beliefs_first,3,2,3,2,1102,1,1,49,2,49,49,2,49,2,B,0,1,27,Male,DATA_EXPIRED,BoxRight,Description
83c97ada3bf7dee1c20fc6ce,1,choice_first,5,2,2,1,568,1,1,50,1,49,50,1,49,5,B,0,1,23,Male,No,BoxRight,Description
427d53249bd00bf33b968aed,0,beliefs_first,4,3,3,3,500,1,1.25,25,0,75,75,0,25,4,B,0,1,25,Male,Yes,BoxRight,Description
0270660e2206f050489da622,0,beliefs_first,3,2,5,3,1099,1,1,25,50,25,25,50,25,5,B,0,1,33,Male,DATA_EXPIRED,BoxRight,Description
c0b21a335f54e21ad6b410f7,1,beliefs_first,4,2,5,3,1435,1,1,45.5,9,45.5,45.5,9,45.5,7,A,1,1,48,Female,No,BoxRight,Description
6ffee152111a1df8702f8a56,0,choice_first,3,4,5,4,1640,0.818,0.818,45.45,9.1,45.45,45.45,9.1,45.45,7,A,1,1,60,Female,No,BoxRight,Description
ad1529d18d2d6d8d64abdcff,0,choice_first,3,3,5,5,754,1,1.25,35,35,30,30,30,40,5,B,1,1,46,Female,No,BoxRight,Description
d93d4644c7b1e7b9cd9d9657,1,choice_first,4,2,5,4,941,1,1,45,10,45,45,10,45,6,B,0,1,62,Male,DATA_EXPIRED,BoxRight,Description
268604cb22e9c5d8f4889571,1,beliefs_first,3,1,3,3,997,0.2,0.23,50,10,40,40,10,50,4,B,1,1,27,Female,DATA_EXPIRED,BoxRight,Description
b772d578fdd0e82118e4021c,1,beliefs_first,4,3,5,5,649,1,1,45,10,45,45,10,45,6,A,1,1,36,Female,No,BoxRight,Description
921bfb2ae337258de89a669e,1,beliefs_first,3,3,4,4,1809,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,B,1,1,29,Female,No,BoxRight,Description
c9380f1f099d97883cde9e35,0,choice_first,3,4,4,3,283,1,1,25,50,25,25,50,25,4,B,0,1,30,Female,No,BoxRight,Description
b213a469e9af662ec3393f8d,0,choice_first,2,3,5,4,1028,1.8,1,30,30,40,35,25,40,6,A,1,1,33,Female,Yes,BoxRight,Description
5e74b843bb699a2924df6433,0,beliefs_first,3,2,3,2,1445,2,2,0,0,100,0,50,50,7,B,0,1,65,Male,No,BoxRight,Description
8d3f011d4b867214122e1778,0,choice_first,3,5,4,1,1591,1,1,30,20,50,30,30,40,6,A,1,1,32,Male,DATA_EXPIRED,BoxRight,Description
d20498a73a0634cf881db7de,0,choice_first,4,3,3,3,778,2,0,0,0,100,0,0,100,7,A,1,1,31,Female,No,BoxRight,Description
f9fe988f3deb6fc1b1a59edb,0,beliefs_first,5,3,3,3,803,2,0,50,0,50,50,0,50,7,A,1,1,26,Male,No,BoxRight,Description
db66f15013b8fd04b30a09eb,0,beliefs_first,3,1,5,4,1203,1,0.8,25,25,50,60,20,20,6,B,1,1,55,Female,No,BoxRight,Description
c3be4cd6e4e154dda13b09b5,0,beliefs_first,5,4,4,4,1237,1.02,0.98,20,40,40,60,30,10,7,A,0,1,35,Male,DATA_EXPIRED,BoxRight,Description
01c16ebb9b23f5d2f47f1bc8,1,choice_first,4,5,3,4,1470,1,1,48,4,48,48,4,48,5,A,0,1,63,Male,No,BoxRight,Description
f9c68049cc2a6b68e4fc9544,0,choice_first,3,1,4,4,356,1,1,33,33,34,33,33,34,5,A,1,1,29,Male,No,BoxRight,Description
8f538002c9f9eca16c71cbec,1,beliefs_first,4,1,4,4,726,1.5,1.7,20,20,60,15,15,70,4,A,0,1,27,Female,No,BoxRight,Description
dc5011bdbff5a943e6dbd847,0,beliefs_first,2,3,4,2,1027,1,0.75,5,90,5,25,50,25,4,A,1,1,65,Female,No,BoxRight,Description
829d7193ad56cc84552f7bf2,0,beliefs_first,3,3,5,2,983,1,0.98,48,2,50,50,2,48,7,B,0,1,23,Male,No,BoxRight,Description
fee4fb1b695c7d218ac9bf4b,0,choice_first,4,2,4,3,623,0.8,1,45,10,45,45,10,45,5,B,1,1,26,Male,DATA_EXPIRED,BoxRight,Description
48cdb23e6ff1a9c8e10e1447,1,choice_first,3,3,5,5,3880,2,2,25,25,50,25,50,25,5,A,0,1,50,Female,No,BoxRight,Description
dd3bb66f5bf652d0711295c1,0,choice_first,4,3,4,4,409,1,1,49,2,49,49,2,49,4,A,0,1,22,Female,DATA_EXPIRED,BoxRight,Description
0a46abc5c92b176dbe0dfcbd,1,beliefs_first,3,4,5,5,596,1,1,45,10,45,45,10,45,1,B,1,1,21,Male,Yes,BoxRight,Description
4e22ab8068f3883fe10b07f0,0,beliefs_first,3,3,4,4,983,1,0.96,49.1,1.8,49.1,50.4,1.6,48,7,A,0,1,55,Male,No,BoxRight,Description
e914cb2db862166a1698da3a,0,choice_first,3,2,5,5,1102,0.9,0.9,45,10,45,45,10,45,6,A,1,1,60,Female,No,BoxRight,Description
1b96991ecaaeb042da6f97ff,0,choice_first,4,1,5,5,796,1,1.2,44,12,44,50,10,40,7,B,1,1,33,Male,No,BoxRight,Description
ad7b49cdb40c3e181f3e3329,0,choice_first,2,1,5,2,704,1,1,45,10,45,10,0,90,7,B,1,1,27,Male,Yes,BoxRight,Description
a6d4b18c36c15e46d1829856,0,beliefs_first,5,3,5,5,512,1,1,49,2,49,50,1,49,7,A,0,1,32,Male,No,BoxRight,Description
00e261ed710ee77fbb512c32,1,beliefs_first,4,3,5,4,1504,0.75,0.75,30,30,40,40,30,30,5,A,1,1,42,Male,DATA_EXPIRED,BoxRight,Description
2b0b25ffd50401f9bcd5fdea,0,beliefs_first,2,4,4,4,793,1,0.8,45,10,45,50,10,40,4,B,1,1,25,Female,No,BoxRight,Description
ec09a26e3d783893e67e172a,1,beliefs_first,4,4,3,3,925,1,1,45.45,9.1,45.45,45.45,9.1,45.45,6,B,1,1,31,Male,No,BoxRight,Description
f16be87b68f479e42f327444,0,beliefs_first,4,4,4,4,422,0,0,40,30,30,40,30,30,5,A,0,1,33,Male,No,BoxRight,Description
02f4dc3eca88bf19c8984c54,1,choice_first,4,3,5,5,848,0.39,0.04,30,33,37,30,30,40,6,B,0,1,30,Male,No,BoxRight,Description
e808b77151bbc891665d37ee,0,beliefs_first,5,5,3,3,830,1,1,45.46,9.09,45.45,45.46,9.09,45.45,1,A,1,1,23,Male,No,BoxRight,Description
6ba8ebd0555fbe4285682977,0,choice_first,2,3,4,4,632,0.75,1,45,10,45,40,10,50,6,B,1,1,27,Male,No,BoxRight,Description
5280565573e62a36f8ddda96,0,beliefs_first,2,3,4,5,1399,0.75,1,49,2,49,58,2,40,7,B,0,1,22,Female,Yes,BoxRight,Description
425caac19e81b27a30288cd5,0,choice_first,3,4,4,3,758,1,1,45.5,9,45.5,45.5,9,45.5,6,A,1,1,43,Male,No,BoxRight,Description
17a9640a511de798f2e35e1d,1,choice_first,4,3,4,4,870,1,1,45,10,45,45,10,45,5,B,1,1,20,Male,Yes,BoxRight,Description
697ac204862cc69f9912b82b,0,beliefs_first,4,4,5,4,1222,1.09,1,50,40,10,50,40,10,7,A,1,1,53,Male,DATA_EXPIRED,BoxRight,Description
5bf3808840c6a2c88e7918be,1,beliefs_first,4,3,4,4,555,1.01,0.99,49.5,1,49.5,49.5,1,49.5,4,B,0,1,22,Male,Yes,BoxRight,Description
48757db1cf1a30380e80b1e4,0,choice_first,3,3,3,2,670,1,1,45,10,45,45,10,45,1,B,1,1,50,Male,No,BoxRight,Description
ede2381316ed166553d60d08,0,choice_first,4,2,4,4,3011,1,2,50,1,49,25,1,74,5,A,0,1,48,Male,No,BoxRight,Description
262b8d1a60d8255b70517cda,0,beliefs_first,4,3,4,4,917,1,1,45.45,9.1,45.45,45.45,9.1,45.45,6,A,1,1,42,Male,No,BoxRight,Description
931ce3a0d3ee25cf767ff69e,0,beliefs_first,5,4,4,4,380,0.22,0.22,40,10,50,30,10,60,1,A,1,1,26,Male,No,BoxRight,Description
8fdc28161d464902bc87ccc3,1,choice_first,4,5,5,4,447,1,1,49,2,49,49,2,49,6,B,0,1,26,Male,Yes,BoxRight,Description
1cf2fd0fb51d5e3704a19ad9,0,choice_first,2,2,5,4,739,1,0.75,45,10,45,60,10,30,5,B,1,1,26,Female,No,BoxRight,Description
3f54250492747ea1d12ba361,1,choice_first,5,3,4,4,644,1,1,49,2,49,49,2,49,7,B,0,1,33,Male,No,BoxRight,Description
2e6c48f29c2fbbbd7b09427a,1,choice_first,3,2,3,4,731,0.99,1,49,2,49,52,2,46,5,A,0,1,48,Female,No,BoxRight,Description
b6f379e92aac10faf9d4ae87,0,choice_first,4,4,5,4,1797,2,0.8,20,30,50,50,30,20,6,B,0,1,49,Female,Yes,BoxRight,Description
6df63ee3fcf8a22d00bf91ba,1,choice_first,3,4,4,4,1281,1,0.5,70,20,10,60,20,20,6,A,1,1,33,Male,No,BoxRight,Description
badd409d08a79601d47a2c37,0,beliefs_first,2,3,5,3,710,0.4,0.3,49,2,49,49,2,49,7,B,0,1,37,Male,No,BoxRight,Description
7da321c5fff8f71f7d86d599,0,choice_first,3,2,5,2,1365,1,1,49,1,50,50,1,49,7,A,0,1,33,Male,DATA_EXPIRED,BoxRight,Description
6a8e2b2ee09cbdb13529a423,1,beliefs_first,5,3,2,2,840,2,2,25,50,25,25,50,25,5,B,0,1,41,Female,No,BoxRight,Description
144203ed83e96f750295c725,0,beliefs_first,4,3,5,5,540,1.51,0.49,35,5,60,60,2,38,6,B,0,1,31,Male,No,BoxRight,Description
d600ef257f54928aba255b14,0,choice_first,4,2,5,5,3372,1,0.8,10,30,60,60,30,10,4,A,0,1,33,Male,Yes,BoxRight,Description
e8a04f3b26c59c29bd093af3,0,beliefs_first,4,5,2,4,579,1,1,45.45,9.1,45.45,45.45,9.1,45.45,4,B,1,1,25,Male,No,BoxRight,Description
a9a9d2cffb98b25a6d252a58,0,choice_first,4,3,5,4,1155,1,0.75,40,10,50,50,10,40,6,A,1,1,36,Male,No,BoxRight,Description
a61196c9f75a91564f0fa1fd,0,beliefs_first,3,2,5,5,1158,1,1,30,40,30,35,35,30,7,B,1,1,32,Male,No,BoxRight,Description
679c54a3e0c14c155ad1d3bd,0,beliefs_first,3,3,4,4,425,1,0.95,40,20,40,50,20,30,5,B,1,1,49,Male,No,BoxRight,Description
a956242675ba7d04f41eaab7,0,choice_first,3,3,5,3,637,2,2,49,2,49,49,2,49,1,A,0,1,32,Female,No,BoxRight,Description
2f5d014654d003153b4643d2,0,choice_first,4,3,5,5,1525,2,2,50,10,40,60,10,30,7,B,0,1,34,Male,Yes,BoxRight,Description
909435c92d41016c75e4fd72,0,choice_first,2,4,3,3,484,1.01,0.99,49,2,49,50,2,48,2,B,0,1,21,Male,Yes,BoxRight,Description
cb2d08d2c95f52afb78fd988,1,beliefs_first,1,1,3,3,1059,1,1,49,2,49,49,2,49,4,B,0,1,62,Female,DATA_EXPIRED,BoxRight,Description
61c566cf9239ea074e5ce80a,1,beliefs_first,5,4,4,4,890,1,1,45.5,9,45.5,45.5,9,45.5,7,A,1,1,32,Male,No,BoxRight,Description
5bce7d70226b221098c1f078,1,beliefs_first,2,2,5,5,1238,1,1.25,45,10,45,40,10,50,5,B,1,1,40,Male,No,BoxRight,Description
6df212dc7cc20dbc70579fb9,0,choice_first,4,3,5,3,1069,0.1,0.1,45,5,50,45,5,50,3,A,1,1,28,Male,No,BoxRight,Description
fef959172fa0d3d7c6bdb6c1,1,choice_first,2,2,3,3,694,1,0.8,46,9,45,50,9,41,5,A,1,1,40,Female,No,BoxRight,Description
c224d01904a49b1d2a1d0ff9,1,beliefs_first,1,3,4,5,791,1,1,45,10,45,45,10,45,1,A,1,1,35,Male,DATA_EXPIRED,BoxRight,Description
60fd5852c044761a8e287fba,0,choice_first,3,2,3,3,501,1,1,49,2,49,49,2,49,4,A,0,1,34,Female,No,BoxRight,Description
96d831c71914ad80f3922b6b,1,choice_first,3,3,5,4,479,1,1.2,45,10,45,45,10,45,2,A,1,1,37,Female,No,BoxRight,Description
c689aae6fec2024d6341e984,0,beliefs_first,2,1,5,3,873,1,0.8,0,100,0,100,0,0,4,A,1,1,30,Male,No,BoxRight,Description
a0b6f7c6720ea1f96f7889fb,1,choice_first,4,4,3,3,770,1,1,49,2,49,49,2,49,7,A,0,1,32,Male,No,BoxRight,Description
ff6d2f07071dd192272c0e99,0,beliefs_first,2,2,4,4,756,1.1,0.9,47,5,48,58,4,38,5,A,1,1,40,Female,No,BoxRight,Description
8c7d8805051ce8d75de0f3fa,0,choice_first,4,3,5,4,721,1,1,45,10,45,45,10,45,6,B,1,1,45,Male,No,BoxRight,Description
a38cd6425635a6e672e431f2,0,beliefs_first,4,4,4,4,726,1,1,49.5,1,49.5,49.5,1,49.5,1,B,1,1,43,Male,DATA_EXPIRED,BoxRight,Description
6c53edb4c3731b33a2d1592f,0,choice_first,2,1,3,3,1444,1,1,45.45,9.1,45.45,36.36,9.1,54.54,7,A,1,1,76,Female,No,BoxRight,Description
7cc760bc00a31924e9760848,0,choice_first,3,1,5,3,1823,1,0.5,10,10,80,90,5,5,7,B,0,1,84,Male,DATA_EXPIRED,BoxRight,Description
a1ee940dc953b546de9b641e,1,choice_first,4,5,3,3,728,1,1,49,2,49,49,2,49,4,A,0,1,43,Male,No,BoxRight,Description
9b9caa8aea3c9b79dcf64516,1,choice_first,4,5,3,2,258,2,1,25,36,39,20,30,50,7,B,0,1,24,Male,Yes,BoxRight,Description
45c149283d819c4e424ca702,0,beliefs_first,2,1,2,3,285,1,1,50,25,25,50,25,25,4,B,1,1,31,Male,DATA_EXPIRED,BoxRight,Description
173ed78c074c065025dd3292,0,beliefs_first,3,2,3,3,1071,2,2,33,33,34,33,33,34,1,B,0,1,39,Female,No,BoxRight,Description
83859894cb555eee03a9f9d5,1,beliefs_first,2,2,4,4,485,1,1,45,10,45,45,10,45,4,B,1,1,30,Female,No,BoxRight,Description
6f74670aa0fb3b6fe179245b,0,beliefs_first,2,1,4,1,1222,2,2,2,10,88,0,8,92,4,A,1,1,64,Female,No,BoxRight,Description
88b11851306c075affcb5556,0,choice_first,3,4,3,4,541,1,1,48,2,50,50,2,48,1,A,0,1,45,Male,DATA_EXPIRED,BoxRight,Description
50859abb7625349fc97972ea,0,choice_first,2,4,5,5,1270,1,0.82,45.5,9,45.5,45.5,9,45.5,5,A,1,1,28,Male,No,BoxRight,Description
d173bb2b2349032596209a0f,0,beliefs_first,3,2,4,4,684,1,1,26,26,48,32,32,36,7,B,0,1,62,Male,No,BoxRight,Description
68c61b92ca31e12a3427293b,1,beliefs_first,2,2,3,2,690,1,0,25,50,25,20,60,20,5,B,1,1,23,Female,No,BoxRight,Description
3d331f3d5a848e867f5fe61f,1,choice_first,4,4,2,2,763,1,1,49,2,49,48,2,50,6,B,0,1,28,Female,DATA_EXPIRED,BoxRight,Description
