id,bonus_payment,choiceB,rand_long_short_order,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,a3Col,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,choiceStr,whichFirst,short,round,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10,view11,age,sex,student,df
2481fe0fb174e606fe776a1f,0.00,0,short_first,beliefs_first,3,3,5,5,617,Blue,0.9,0.5,50,20,30,60,30,10,6,B,1,1,11.5,9.026,6.63,11.549,1.786,3.36,1.739,1.423,1.227,1.299,0.796,24,Female,No,v21
90047f3d8bbef33b91feea56,0.00,0,short_first,beliefs_first,4,2,3,4,521,Blue,1.55,1.23,60,20,20,50,15,35,6,B,1,1,13.191,11.44,5.223,5.134,5.207,2.433,4.136,2.492,3.696,3.16,1.977,28,Male,DATA_EXPIRED,v21
4330e370ecaa7cd63593f5b6,0.00,1,short_first,beliefs_first,4,3,4,3,966,Blue,1.87,1.26,20,20,60,15,35,50,5,B,1,1,30.513,10.372,14.148,4.822,9.274,4.69,5.743,8.989,3.334,40.061,15.775,62,Male,No,v21
186f2bf4992b2a9aa588c8d7,0.00,1,short_first,beliefs_first,4,3,5,5,385,Blue,0.48,0.8,50,10,40,60,5,35,5,A,1,1,4.396,6.455,3.765,2.101,2.445,1.208,0.977,0.718,1.148,0.927,1.231,34,Male,DATA_EXPIRED,v21
ab376f16434e07bd46658372,2.00,0,short_first,beliefs_first,3,2,3,3,913,Blue,1.12,1.08,18,2,80,18,2,80,4,A,1,1,15.743,18.596,6.855,6.408,4.401,3.843,4.15,3.814,4.021,3.511,3.877,38,Female,No,v21
c035939f407edb17f9296cb0,1.88,1,short_first,choice_first,4,3,5,5,399,Blue,0.35,1,80,5,15,45,5,50,2,A,1,1,8.942,2.98,1.884,1.203,1.169,1.337,1.012,0.778,3.119,1.095,1.024,24,Female,No,v21
13f6d24fb8f374db978c1af6,0.00,1,short_first,beliefs_first,2,1,4,2,607,Blue,0.1,1.4,90,7,3,30,30,40,6,B,1,1,19.516,8.071,4.076,4.889,2.208,1.603,6.429,2.502,9.593,8.763,2.452,68,Female,No,v21
33bbda72094a599aa7754a48,0.30,1,short_first,choice_first,4,3,5,5,671,Blue,1,2,33,33,34,45,30,25,5,B,1,1,10.472,4.976,6.54,3.699,3.535,3.48,3.689,2.771,2.067,4.314,3.005,35,Female,No,v21
c4e8e30561401af733dbc852,0.00,1,short_first,beliefs_first,3,4,3,4,965,Blue,2,1.8,50,30,20,30,20,50,5,B,1,1,13.425,3.852,3.981,21.253,28.134,4.682,3.113,22.355,14.547,10.482,37.266,40,Male,No,v21
1f081a527ce2eb28d4d6f66f,0.00,0,short_first,beliefs_first,4,3,4,5,789,Blue,0.8,0.57,60,5,35,75,2,23,5,B,1,1,6.863,1.855,2.211,1.65,1.558,1.089,0.667,0.782,0.981,1.244,0.998,24,Male,Yes,v21
77158ca0e23cb1f35b433df2,2.00,0,short_first,beliefs_first,2,3,4,4,924,Blue,1.5,1.5,55,3,42,50,1,49,6,A,1,1,10.607,5.898,6.031,6.583,3.897,6.014,6.1,6.062,4.052,4.933,3.635,42,Male,No,v21
9fdce4221935198ef287778e,0.00,0,short_first,beliefs_first,4,3,3,4,704,Blue,1.15,1.05,29,32,39,41,29,30,5,B,1,1,9.83,5.525,3.724,3.393,3.173,2.345,2.135,2.257,2.225,1.879,1.983,44,Male,No,v21
bcdcbd8453c29d50c1a49b30,1.30,0,short_first,choice_first,4,3,4,4,1026,Blue,1.154,1.081,36,0,64,45,0,55,6,A,1,1,9.206,13.668,8.721,7.826,6.792,7.695,6.803,7.522,8.178,12.446,12.918,45,Male,No,v21
b92e559a81891653f2aea5bb,1.48,0,short_first,choice_first,3,4,4,4,1273,Blue,1.2,0.6,15,35,50,50,30,20,5,B,1,1,88.468,5.336,2.495,2.155,1.872,2.658,4.059,1.458,1.929,1.805,1.185,26,Female,DATA_EXPIRED,v21
350980d4450681d21b780e64,2.00,0,short_first,beliefs_first,4,1,4,5,770,Blue,2,1,18,2,80,80,5,15,7,B,1,1,20.384,6.351,10.829,4.63,7.53,5.331,2.859,2.914,3.517,8.551,5.048,70,Female,No,v21
91a49ed9b1f2edd33958b692,0.00,0,short_first,beliefs_first,5,4,4,5,1436,Blue,1.5,0.13,10,40,50,40,40,20,7,A,1,1,20.876,31.679,3.212,2.303,1.912,1.697,3.862,2.366,2.352,1.844,3.614,35,Male,Yes,v21
1b46e1f688b160ba1da6b308,1.68,0,short_first,choice_first,3,5,5,5,1272,Blue,2,1,20,10,70,20,10,70,7,B,1,1,27.847,11.726,6.893,3.582,3.007,3.617,3.879,3.295,2.711,3.411,3.319,24,Male,No,v21
6ca2d0568a238f3a28507abc,0.00,0,short_first,beliefs_first,3,3,1,2,430,Blue,1.68,1.46,30,5,65,35,7,58,5,A,1,1,4.854,2.853,0.79,1.241,1.18,1.061,0.92,1.045,1.162,1.038,0.617,27,Female,No,v21
ab1a50a2887eb2cdcf9fcd20,0.88,1,short_first,choice_first,2,4,4,4,810,Blue,1,1.2,40,10,50,30,10,60,5,A,1,1,10.584,2.169,2.641,4.485,2.366,1.4,1.179,1.359,1.168,1.242,1.1,22,Female,Yes,v21
73a7f8343115bda490241742,1.05,1,short_first,choice_first,4,3,4,3,1339,Blue,2,1.9,30,20,50,30,20,50,6,B,1,1,17.6,7.19,4.448,5.488,3.872,3.778,4.145,3.948,3.177,2.884,3.159,35,Male,No,v21
95fbd80f391808b8563bd99f,0.30,0,short_first,choice_first,4,2,4,4,694,Blue,0.45,0.055,20,20,60,60,15,25,4,A,1,1,16.683,6.631,6.025,3.981,2.461,2.901,1.449,7.601,2.924,6.42,10.443,62,Female,No,v21
41627b6647201f1e5b3b58ea,1.30,0,short_first,choice_first,2,3,4,3,391,Blue,1,1,46,32,22,32,43,25,3,B,1,1,1.671,1.562,0.401,0.478,0.531,0.302,0.385,0.402,0.373,0.346,0.412,22,Female,No,v21
2a00809e9ae4093c27d3885a,1.88,0,short_first,choice_first,3,2,5,5,841,Blue,1,0.4,60,30,10,80,20,0,5,A,1,1,7.981,5.739,2.54,71.895,11.922,5.444,5.203,2.586,4.927,1.159,0.946,23,Female,No,v21
6f17baea5a5b76f00ae51142,1.88,1,short_first,choice_first,2,3,3,1,444,Blue,1,2,25,10,65,50,10,40,4,A,1,1,10.285,3.619,2.82,4.812,2.146,2.301,2.238,2.487,1.695,1.651,1.764,40,Female,No,v21
f53d608761302ed3bf4f5c72,1.88,0,short_first,choice_first,3,2,4,4,376,Orange,1.5,0.5,30,10,60,25,10,65,4,A,1,1,6.601,2.713,1.659,0.962,0.963,0.649,0.7,1.586,3.542,0.891,0.87,35,Female,No,v21
65f574116415b3f3326fc89a,0.00,1,short_first,beliefs_first,4,4,4,3,483,Orange,0.55,0.6,91,0,9,82,0,18,6,A,1,1,7.031,4.801,2.138,2.209,1.384,2.088,1.79,1.422,1.059,1.288,0.894,38,Male,No,v21
ced6ee5a9f0f7e0cf1496a91,1.88,0,short_first,choice_first,5,3,4,4,523,Orange,1,2,15,55,30,30,30,40,6,A,1,1,6.257,2.412,2.53,8.653,0.982,0.824,9.346,0.602,8.06,26.502,2.6,43,Male,No,v21
239d22a81325c70cd7ffae95,0.00,1,short_first,beliefs_first,5,3,4,4,379,Orange,0.5,1.1,80,0,20,40,10,50,6,A,1,1,6.068,6.027,6.319,3.796,2.654,5.659,2.847,1.988,2.404,1.723,2.384,43,Male,No,v21
386eb9161133d60b1319f169,1.88,1,short_first,choice_first,2,3,4,4,509,Orange,1,1.4,50,40,10,20,30,50,5,B,1,1,7.143,4.327,5.285,2.55,1.599,1.525,1.179,1.33,1.036,0.846,1.013,53,Female,No,v21
f22ed1565e57c6a5853075bb,0.05,1,short_first,choice_first,3,2,4,5,596,Orange,0.75,1.3,60,5,35,10,0,90,7,B,1,1,4.487,4.628,3.207,1.663,0.927,1.188,1.691,1.043,4.266,3.955,1.755,41,Male,No,v21
fed2d046cccf8db91ba46ec3,1.88,1,short_first,choice_first,3,3,5,5,750,Orange,1.2,1.4,40,10,50,30,10,60,5,A,1,1,110.184,5.317,2.333,4.613,2.416,1.363,0.972,1.513,1.822,2.435,2.265,26,Male,No,v21
5179c6f8ebc8d14d111710f0,0.00,1,short_first,beliefs_first,3,2,5,3,570,Orange,1.2,0.95,40,0,60,60,1,39,7,B,1,1,5.22,8.043,6.745,5.126,3.548,4.342,3.38,2.777,3.564,2.715,3.163,35,Male,No,v21
05fdc7d8bb83a7317641ac1b,0.05,1,short_first,choice_first,3,3,3,3,660,Orange,1,1,30,30,40,20,30,50,4,B,1,1,1.357,2.516,4.621,0.943,0.381,0.821,0.287,0.918,0.917,0.313,0.608,20,Male,DATA_EXPIRED,v21
d08cb0ba4a3de88da602c6ab,0.00,1,short_first,beliefs_first,3,2,4,4,465,Orange,0.5,1,20,20,60,5,10,85,5,B,1,1,5.581,1.56,1.504,0.785,0.948,1.099,3.076,0.779,0.747,0.817,0.873,36,Male,No,v21
16d4f0a6c985e99ea54cd68f,1.68,1,short_first,choice_first,4,2,5,3,712,Orange,2,2,20,40,40,10,35,55,5,B,1,1,6.798,4.279,2.558,6.15,4.857,2.744,12.697,2.515,1.88,2.114,1.845,36,Male,No,v21
306da66861d4dab2ec90205f,0.00,1,short_first,beliefs_first,4,3,4,4,307,Orange,1.4,1.7,10,15,75,5,15,80,6,B,1,1,4.016,2.652,2.1,0.936,1.418,1.022,1.602,1.359,0.89,0.918,1.293,41,Male,No,v21
c20b537fc04d012b1b811166,1.88,1,short_first,choice_first,4,3,3,3,683,Orange,1.01,1.32,60,5,35,55,5,40,5,B,1,1,7.301,6.888,4.801,3.771,3.676,2.201,2.46,2.301,1.755,1.301,2.083,32,Male,Yes,v21
fb3aff03744cf34c82a3e472,0.00,1,short_first,beliefs_first,5,3,4,4,331,Orange,0.8,1,80,15,5,60,10,30,5,B,1,1,5.965,4.639,2.909,1.378,1.506,1.331,0.802,2.587,1.198,1.063,1.284,29,Male,Yes,v21
b488da6c2ac55c68e7449a0d,0.00,1,short_first,beliefs_first,3,2,4,4,485,Orange,1,2,90,0,10,10,0,90,7,B,1,1,5.531,2.337,1.517,0.94,0.479,0.951,0.816,0.369,0.663,0.331,0.293,30,Male,Yes,v21
326031712c849bf3c3e2f54a,2.07,1,short_first,choice_first,4,3,4,4,374,Orange,0.5,0.65,90,0,10,70,0,30,6,A,1,1,7.565,4.681,2.666,3.148,2.158,1.456,2.164,3.902,1.794,1.697,1.731,34,Female,No,v21
891d1ecab89f2e8841ac119a,0.05,1,short_first,choice_first,4,3,4,4,615,Orange,1.1,1.5,25,5,70,10,1,89,5,A,1,1,13.982,1.254,1.126,1.9,0.966,0.714,0.858,3.021,1.657,0.892,0.755,40,Male,No,v21
9b792b9132e1468968a44ca7,0.30,1,short_first,choice_first,4,3,4,4,497,Orange,0.5,2,80,10,10,10,30,60,5,A,1,1,6.93,3.712,1.877,1.952,2.256,1.341,1.057,1.172,1.056,2.187,1.726,DATA_EXPIRED,Male,No,v21
62aa44fdaccc9b3cf943265d,0.00,1,short_first,beliefs_first,4,3,5,5,1136,Orange,1.08,1.3,10,5,85,20,5,75,5,B,1,1,79.808,14.813,12.274,12.311,11.885,13.082,13.28,11.066,13.813,10.225,15.647,34,Male,No,v21
81d962f4070ca300340e1eb3,1.88,1,short_first,choice_first,3,2,3,4,414,Orange,1.15,1.5,15,5,80,5,5,90,5,B,1,1,8.082,4.43,1.381,0.983,0.998,0.876,0.701,0.666,0.832,0.859,0.777,34,Male,No,v21
356c269c22c3e8a4dcb35946,0.00,0,short_first,beliefs_first,4,3,4,4,610,Orange,0.8,0.9,40,0,60,40,0,60,3,A,1,1,9.767,7.735,4.077,3.064,1.972,2.056,2.756,1.33,1.483,1.238,1.969,47,Male,No,v21
6e132293174fd97a92b10dcc,0.00,1,short_first,beliefs_first,2,3,4,4,349,Orange,0.5,1,50,0,50,20,0,80,7,B,1,1,6.204,2.661,1.916,1.136,0.733,0.976,0.666,0.785,0.6,1.068,1.921,34,Female,No,v21
6eeeb2472cf38e04821ffd41,0.70,1,short_first,choice_first,4,4,5,5,423,Orange,0.7,1.3,10,0,90,0,0,100,6,A,1,1,8.908,3.077,2.29,1.341,0.685,2.012,1.383,0.823,0.758,0.5,1.127,55,Male,No,v21
80b4ca0f52c957e0471c2923,0.50,1,short_first,choice_first,3,4,5,4,454,Orange,0.3,0.5,85,1,14,49,1,50,5,B,1,1,6.734,6.072,2.666,3.792,4.139,4.971,2.814,2.573,2.257,2.219,1.981,53,Female,No,v21
3e08b0bec63d440a203d5ad7,1.68,1,short_first,choice_first,2,2,4,4,816,Orange,1.2,1.3,30,0.1,69.9,20,0.1,79.9,6,A,1,1,11.833,9.046,5.9,5.915,6.516,9.701,5.918,7.624,7.051,7.151,7.989,48,Female,No,v21
b8999287792d0bc819a1765b,0.00,1,short_first,beliefs_first,2,2,4,4,688,Orange,1,2,10,20,70,30,20,50,4,A,1,1,25.322,8.119,0.297,0.982,0.651,0.548,0.426,0.475,0.337,0.5,0.901,28,Female,No,v21
6219967cb3e78bbc4944b4da,1.05,1,short_first,choice_first,4,3,3,3,379,Orange,0.65,0.95,90,2,8,40,10,50,7,A,1,1,6.64,3.898,4.399,2.162,2.936,1.855,1.599,1.353,0.97,1.385,1.05,33,Male,No,v21
e2b18681a1064f96f492bda7,2.00,1,short_first,beliefs_first,5,3,3,3,358,Orange,0.9,1,50,9,41,8,0,92,7,B,1,1,6.36,3.279,0.953,0.907,0.791,1.405,0.94,0.642,0.693,0.504,0.705,22,Male,No,v21
7f23b4fc230d6666fe05f9de,1.68,1,short_first,choice_first,2,2,5,4,527,Orange,0.5,0.6,50,30,20,20,50,30,5,A,1,1,11.315,3.59,3.192,3.095,2.036,2.518,2.352,1.133,1.527,0.8,3.236,41,Female,No,v21
e33fbbe923c821ccfdd92360,0.30,0,short_first,choice_first,3,1,3,3,309,Orange,1,0.7,50,0,50,70,0,30,4,A,1,1,15.568,1.496,0.95,1.288,2.558,3.805,2.507,0.973,0.997,0.801,0.573,32,Female,No,v21
e032b1868874a70b3a83f2bb,0.00,1,short_first,beliefs_first,4,3,4,3,528,Orange,0.9,1.5,80,5,15,20,5,75,5,B,1,1,8.45,4.225,2.095,1.058,1.2,1.377,4.04,1.961,1.019,1.456,1.297,34,Male,DATA_EXPIRED,v21
99c095866f179f234e03fdb8,0.00,1,short_first,beliefs_first,4,5,4,4,384,Orange,0.52,0.6,40,40,20,35,35,30,6,A,1,1,12.5,3.16,1.553,3.889,1.648,0.791,1.423,1.394,1.705,1.336,2.508,26,Male,No,v21
d7cc1cf443c41c14bafa2f7a,2.00,1,short_first,beliefs_first,2,5,4,5,425,Orange,0.7,0.9,65,2,33,47,2,51,5,B,1,1,7.514,4.13,5.062,3.131,1.703,1.91,1.154,2.491,7.224,1.806,1.193,30,Male,No,v21
378ab13088875786894d8249,1.88,1,short_first,choice_first,4,2,4,3,1000,Orange,0.9,1.2,65,20,15,40,25,35,6,B,1,1,17.697,9.18,6.053,4.49,5.101,6.076,4.779,9.356,5.193,3.145,4.231,72,Male,No,v21
12eb21e84e2e83bbd56e7f4d,1.48,1,short_first,choice_first,3,4,5,4,346,Orange,0.5,1,60,0,40,30,0,70,7,A,1,1,5.965,4.094,3.019,2.647,1.947,1.878,1.795,1.533,1.679,1.96,2.066,30,Male,DATA_EXPIRED,v21
a24d4f0610e5daf2a1ede388,1.05,1,short_first,choice_first,3,3,5,5,368,Orange,1.1,1.4,60,10,30,35,10,55,6,B,1,1,5.751,2.826,1.001,1.724,1.758,1.901,3.151,0.825,1.076,0.836,0.824,26,Male,Yes,v21
920c9a24f7b26a541c709273,2.00,1,short_first,beliefs_first,4,4,5,4,819,Orange,1.2,1.83,67,1,32,35,0.5,64.5,4,B,1,1,28.353,8.801,10.002,6.415,7.539,4.601,5.201,4.787,8.073,5.871,4.316,46,Female,No,v21
80a71cd2623054367d09b499,1.30,1,short_first,choice_first,5,4,3,3,1096,Orange,2,2,25,35,40,30,20,50,5,B,1,1,1.722,1.451,2.632,4.518,1.428,4.6,1.131,2.085,0.701,27.736,0.618,50,Female,Yes,v21
f928d841bb86d98a5e0e7a43,0.00,1,short_first,beliefs_first,4,3,5,5,1053,Orange,1,2,50,40,10,10,40,50,6,A,1,1,10.516,14.562,12.012,3.401,13.214,5.401,3.596,5.2,1.801,2.463,1.853,26,Male,No,v21
b6736dcb66705a38860ab433,0.70,1,short_first,choice_first,4,3,4,4,495,Orange,0.6,1.2,65,5,30,20,10,70,7,B,1,1,7.074,4.24,1.173,1.009,0.905,0.714,0.839,0.741,1.047,3.086,2.079,26,Female,Yes,v21
b8288e3630aba2bbd8523276,1.05,0,short_first,choice_first,3,2,4,3,951,Orange,0.75,0.6,30,10,60,35,15,50,5,A,1,1,20.514,9.14,4.759,12.136,4.515,6.415,4.453,4.312,2.489,3.238,2.49,61,Male,No,v21
bcf3e6aa39e30575b7d7e007,2.00,1,short_first,beliefs_first,4,3,3,3,862,Orange,0.7,1.5,88,0,12,25,0,75,7,B,1,1,9.054,5.308,3.069,3.815,2.209,2.523,3.641,3.865,1.034,1.297,1.021,28,Male,No,v21
5ea1cf2d3c8500f23763346a,1.05,1,short_first,choice_first,2,3,5,5,707,Orange,1,1.2,47,5,48,35,5,60,6,A,1,1,9.313,3.437,2.565,1.501,1.896,1.337,1.211,0.978,1.075,0.976,4.252,27,Male,No,v21
c53ad72aa1b7d4f00bf69b44,0.00,0,short_first,beliefs_first,3,3,5,5,649,Orange,1.1,0.9,30,10,60,50,10,40,6,A,1,1,7.834,7.97,5.257,1.507,1.272,1.574,3.175,1.312,1.574,1.152,1.436,31,Female,No,v21
06ef9dc4f39a56ffcb836dae,0.00,1,short_first,beliefs_first,2,2,5,5,817,Orange,1,1.25,70,20,10,20,10,70,4,B,1,1,21.738,14.123,12.404,11.687,12.121,7.797,9.935,8.105,8.593,8.555,5.681,52,Female,No,v21
1255924033ea3b1738ea5338,0.00,1,short_first,beliefs_first,3,4,3,2,711,Orange,0.7,1.2,90,5,5,70,2,28,5,A,1,1,10.519,3.541,2.432,1.834,1.595,2.676,6.302,2.498,2.269,1.173,1.926,58,Female,No,v21
640418162967a550bf6f10d1,0.88,1,short_first,choice_first,2,3,4,4,1236,Orange,0.45,0.9,60,10,30,40,10,50,5,A,1,1,10.634,3.137,11.023,7.178,1.706,1.409,1.244,1.205,11.476,1.326,0.931,26,Female,Yes,v21
cb9650f8224b92de76f78673,0.00,1,short_first,beliefs_first,2,1,4,4,440,Orange,0,2,27,50,23,10,80,10,7,A,1,1,5.187,6.923,3.536,1.989,2.767,2.005,1.663,1.573,1.113,1.424,1.542,54,Female,No,v21
0f7b2893537898f18814d423,0.05,1,short_first,choice_first,4,4,4,2,915,Orange,1.1,1.5,60,30,10,30,25,45,5,A,1,1,7.299,2.574,1.516,1.691,2.111,3.024,3.928,2.733,3.217,1.861,2.632,47,Male,No,v21
eee966cdab43aa4ce9e003ac,0.05,1,short_first,choice_first,2,2,3,4,784,Orange,1.2,1.4,40,0,60,20,0,80,5,B,1,1,3.251,2.692,2.02,3.646,1.885,0.956,2.199,0.972,0.762,0.912,0.818,28,Female,No,v21
426e6826793966996c14d322,0.00,1,short_first,beliefs_first,3,2,5,3,767,Orange,1,1.5,30,10,60,10,15,75,6,B,1,1,7.48,16.035,3.454,3.387,2.362,1.907,2.809,2.082,2.388,2.416,2.896,48,Female,No,v21
6f76c7d0ef4aa6864f6801db,0.00,1,short_first,beliefs_first,4,4,4,4,2312,Orange,1,1.5,50,10,40,60,5,35,6,A,1,1,74.942,11.99,4.472,41.285,10.588,2.815,2.923,1.896,1.986,7.823,17.931,30,Male,Yes,v21
c3c2a105bae9968c77371d45,0.50,1,short_first,choice_first,2,3,4,3,504,Orange,1.2,1.5,20,30,50,10,10,80,5,A,1,1,8.446,5.875,3.816,2.693,4.959,1.611,10.73,2.406,2.717,1.76,1.436,58,Female,DATA_EXPIRED,v21
8104195baa365b2a85813030,1.68,1,short_first,choice_first,5,5,5,5,1610,Orange,1.08,1.08,0,0,100,0,0,100,7,B,1,1,28.291,11.995,21.799,9.25,9.242,6.933,13.547,14.226,6.561,7.776,5.405,26,Male,Yes,v21
0dc6c5323cc27dbfc4118a97,1.30,1,short_first,choice_first,4,4,5,5,939,Orange,1.05,1.5,50,20,30,50,10,40,7,B,1,1,16.35,38.301,4.244,1.644,1.501,1.4,2,6.296,4.848,1.7,3.161,28,Female,No,v21
acba912a7258f52c830d5632,0.00,1,short_first,beliefs_first,1,4,5,5,595,Orange,1.05,1.8,35,50,15,15,35,50,6,A,1,1,9.643,2.792,3.854,3.026,2.393,4.029,2.486,3.286,2.619,2.673,8.081,30,Female,No,v21
ff9726a4da7a58e92fbe1f3a,0.00,0,short_first,beliefs_first,4,3,3,4,512,Orange,0.3,0.6,90,0,10,70,0,30,7,B,1,1,8.019,4.841,2.124,2.908,5.587,3.646,1.659,1.79,1.22,2.158,1.974,62,Female,No,v21
010a738055b300743f12212d,0.00,0,short_first,beliefs_first,2,1,3,3,558,Orange,1,2,50,25,25,20,30,50,4,A,1,1,8.302,6.403,4.227,4.301,4.659,2.961,3.422,2.84,3.761,3.693,4.794,24,Female,No,v21
91dabfdd64b73eacfaeac10d,1.88,1,short_first,choice_first,2,3,4,4,706,Orange,0.65,1,58,32,10,33,27,40,6,A,1,1,21.667,12.554,3.383,4.243,2.162,2.095,2.107,3.202,3.539,2.879,2.706,31,Female,Yes,v21
87038aa216e6a4c39c2c40bd,0.00,1,short_first,beliefs_first,2,3,4,4,608,Orange,0.85,1.7,70,20,10,0,15,85,7,A,1,1,12.439,5.1,4.843,6.247,6.775,8.401,5.601,4.333,5.777,4.089,5.44,54,Female,No,v21
136b55ee074515894f54a4ab,0.00,0,short_first,beliefs_first,3,5,4,4,1150,Orange,2,1.8,28,30,42,52,40,8,6,B,1,1,5.633,6.303,4.021,0.837,0.715,4.147,1.211,0.902,1.114,4.621,3.44,65,Female,Yes,v21
f801e755ca3216b0535a44eb,0.88,0,short_first,choice_first,2,1,4,3,460,Orange,1.03,0.881,33.3,33.3,33.4,50,25,25,5,B,1,1,16.796,3.401,4.392,1.118,0.708,0.598,1.065,0.895,1.002,0.928,0.68,52,Female,DATA_EXPIRED,v21
9b228f86c4300fc3d0a12cf5,0.00,1,short_first,beliefs_first,4,4,3,3,737,Orange,1,2,50,40,10,5,15,80,7,B,1,1,2.178,3.13,1.56,1.673,1.328,1.89,1.155,1.195,0.898,1.397,2.882,31,Female,No,v21
43bc8230ac11c332beb51a2a,0.50,1,short_first,choice_first,2,2,4,5,395,Orange,1.5,2,70,15,15,40,10,50,5,A,1,1,12.868,4.071,1.47,1.491,1.098,1.572,0.95,0.88,0.997,0.86,3.199,23,Female,Yes,v21
600459f5a9a957a1c1bd865d,2.07,1,short_first,choice_first,4,3,5,4,611,Orange,0.48,0.85,40,0,60,30,0,70,6,A,1,1,9.623,9.192,3.943,3.57,3.279,2.692,3.681,4.457,3.1,1.96,1.71,38,Female,No,v21
06de4feec0e390c7f5f24bb5,0.00,1,short_first,beliefs_first,3,3,3,3,611,Orange,1.02,2,5,25,70,10,25,65,4,B,1,1,1.627,1.949,2.304,2.458,27.885,2.218,1.239,1.163,0.625,0.5,1.15,22,Female,Yes,v21
d94f05f1c7bfed234c2f243e,2.07,0,short_first,choice_first,2,3,5,5,534,Orange,2,1,45,10,45,38,24,38,5,B,1,1,6.9,2.456,1.335,1.649,1.296,1.77,0.962,0.992,0.736,1.119,1.915,46,Female,No,v21
b4c8c157de38db7071eb653c,0.50,1,short_first,choice_first,3,3,4,4,817,Orange,0.8,1.15,60,25,15,20,20,60,6,A,1,1,10.501,26.333,13.362,10.101,9.37,10.478,6.435,8.032,5.23,4.751,3.524,56,Female,No,v21
4c702a4598305550dd3266f4,0.70,0,short_first,choice_first,5,1,4,5,1134,Orange,2,1,10,10,80,10,10,80,7,A,1,1,11.394,5.173,633.115,0.691,0.972,0.503,0.64,0.494,0.45,0.452,1.738,DATA_EXPIRED,Female,No,v21
fc0b963c0955698018a789a8,0.00,1,short_first,beliefs_first,3,2,3,4,751,Orange,1.1,1.5,85,1,14,30,0,70,7,A,1,1,11.808,4.189,3.189,2.782,3.546,2.459,3.352,11.105,4.443,2.016,1.032,19,Male,DATA_EXPIRED,v21
