duration,id,choiceStr,beliefA,beliefB,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,riskTaking,statKnow,regretExAnte,regretExPost,bonus_payment,cond_beliefs_choice_order,rand_long_short_order,a3Col,whichFirst,choiceB,short,round,view1,view2,view3,view4,view5,view6,view7,view8,view9,view10,view11,age,sex,student,df
608,87038aa216e6a4c39c2c40bd,7,.85,1.7,70,20,10,0,15,85,2,3,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,12.439,5.1,4.843,6.247,6.775,8.401,5.601,4.333,5.777,4.089,5.44,54,Female,No,v21
747,87398a1658ab81f53212931a,5,1,2,5,5,90,10,5,85,2,1,5,4,2.07,choice_first,short_first,Blue,A,0,1,1,9.615,4.845,5.031,4.057,4.231,2.14,2.586,2.378,2.46,1.919,1.67,64,Female,DATA_EXPIRED,v21
407,89043b747a297a2a0d2c5733,6,.5,.6,60,20,20,40,15,45,3,3,5,5,0.00,beliefs_first,short_first,Orange,B,1,1,1,3.596,1.231,2.101,.868,1.8,.5600000000000001,.919,.6850000000000001,.663,.588,.931,24,Male,No,v21
615,891d1ecab89f2e8841ac119a,5,1.1,1.5,25,5,70,10,1,89,4,3,4,4,0.05,choice_first,short_first,Orange,A,1,1,1,13.982,1.254,1.126,1.9,.966,.714,.858,3.021,1.657,.892,.755,40,Male,No,v21
937,89a4dd19e27017987fb6e53a,5,.9,1.2,80,5,15,33,5,62,3,3,2,4,0.50,choice_first,short_first,Blue,A,1,1,1,190.382,2.501,2.362,1.54,9.843999999999999,1.549,1.213,1.322,1.359,.849,1.174,32,Male,Yes,v21
660,89cd27f4077108726c1c1285,5,1,.93,60,10,30,70,10,20,4,2,3,4,1.68,choice_first,short_first,Blue,B,0,1,1,2.328,3.243,2.505,2.316,1.236,1.529,1.004,.447,.457,.365,.695,36,Female,No,v21
1911,8a0b6a9b50e5954c9b7434cb,3,1.5,2,25,35,40,50,20,30,3,2,4,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,9.702999999999999,7.32,5.78,6.574,4.656,3.581,36.215,255.304,1.194,1.109,.874,52,Female,No,v21
565,8a70db71d9ae4c43eb45c99a,5,1.5,1,20,30,50,40,40,20,3,3,3,3,1.48,choice_first,short_first,Blue,A,0,1,1,10.034,7.117,3.109,4.527,2.281,3.944,2.381,4.143,2.653,1.46,1.973,38,Male,No,v21
521,90047f3d8bbef33b91feea56,6,1.55,1.23,60,20,20,50,15,35,4,2,3,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,13.191,11.44,5.223,5.134,5.207,2.433,4.136,2.492,3.696,3.16,1.977,28,Male,DATA_EXPIRED,v21
1126,90c006ae56958122da7b76db,3,1.2,.95,40,5,55,65,2,33,4,2,3,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,38.351,14.107,6.161,2.058,3.412,3.679,2.512,2.56,4.211,3.546,3.133,32,Female,No,v21
866,917804e460d51174e3c2d4e8,5,1.89,1.89,45,0,55,45,0,55,2,2,4,3,1.68,choice_first,short_first,Blue,B,0,1,1,45.515,12.964,17.591,13.167,13.112,14.184,13.143,12.209,13.189,14.215,104.451,27,Male,Yes,v21
1436,91a49ed9b1f2edd33958b692,7,1.5,.13,10,40,50,40,40,20,5,4,4,5,0.00,beliefs_first,short_first,Blue,A,0,1,1,20.876,31.679,3.212,2.303,1.912,1.697,3.862,2.366,2.352,1.844,3.614,35,Male,Yes,v21
706,91dabfdd64b73eacfaeac10d,6,.65,1,58,32,10,33,27,40,2,3,4,4,1.88,choice_first,short_first,Orange,A,1,1,1,21.667,12.554,3.383,4.243,2.162,2.095,2.107,3.202,3.539,2.879,2.706,31,Female,Yes,v21
819,920c9a24f7b26a541c709273,4,1.2,1.83,67,1,32,35,.5,64.5,4,4,5,4,2.00,beliefs_first,short_first,Orange,B,1,1,1,28.353,8.801,10.002,6.415,7.539,4.601,5.201,4.787,8.073,5.871,4.316,46,Female,No,v21
694,95fbd80f391808b8563bd99f,4,.45,.055,20,20,60,60,15,25,4,2,4,4,0.30,choice_first,short_first,Blue,A,0,1,1,16.683,6.631,6.025,3.981,2.461,2.901,1.449,7.601,2.924,6.42,10.443,62,Female,No,v21
517,988ac26df6618299dd4a7db1,7,1,2,30,40,30,70,20,10,3,4,5,2,0.00,beliefs_first,short_first,Orange,A,1,1,1,3.907,2.215,1.321,.945,.945,.401,.6899999999999999,.64,3.297,.871,.626,28,Male,No,v21
410,9991c02884fdebfd46ba99cb,6,1.2,.2,10,30,60,10,10,80,2,4,4,2,1.68,choice_first,short_first,Blue,A,1,1,1,6.688,1.815,1.288,3.361,2.212,.79,1.189,.709,.627,.641,2.733,31,Male,No,v21
384,99c095866f179f234e03fdb8,6,.52,.6,40,40,20,35,35,30,4,5,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,12.5,3.16,1.553,3.889,1.648,.791,1.423,1.394,1.705,1.336,2.508,26,Male,No,v21
1451,9afdf9c5f24362dbbd69d3b0,7,1,1,40,30,30,50,25,25,5,3,5,3,0.00,beliefs_first,short_first,Blue,B,0,1,1,3.091,3.66,1.91,1.647,2.056,1.973,1.892,1.452,1.648,3.478,2.533,32,Male,No,v21
737,9b228f86c4300fc3d0a12cf5,7,1,2,50,40,10,5,15,80,4,4,3,3,0.00,beliefs_first,short_first,Orange,B,1,1,1,2.178,3.13,1.56,1.673,1.328,1.89,1.155,1.195,.898,1.397,2.882,31,Female,No,v21
497,9b792b9132e1468968a44ca7,5,.5,2,80,10,10,10,30,60,4,3,4,4,0.30,choice_first,short_first,Orange,A,1,1,1,6.93,3.712,1.877,1.952,2.256,1.341,1.057,1.172,1.056,2.187,1.726,DATA_EXPIRED,Male,No,v21
393,9d077ee0349a04a2ee179b22,1,1.5,1.3,50,0,50,50,0,50,4,3,5,3,0.00,beliefs_first,short_first,Blue,B,0,1,1,8.956,7.026,1.456,1.149,.6830000000000001,.746,.901,.89,.717,.8179999999999999,.99,54,Female,No,v21
410,9d887541722c3b46d6e24220,5,.48,1.7,90,0,10,10,0,90,4,3,4,4,0.00,beliefs_first,short_first,Orange,B,1,1,1,14.057,3.824,2.625,1.054,1.058,1.192,1.979,8.712,3.094,2.801,1.407,30,Male,DATA_EXPIRED,v21
704,9fdce4221935198ef287778e,5,1.15,1.05,29,32,39,41,29,30,4,3,3,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,9.83,5.525,3.724,3.393,3.173,2.345,2.135,2.257,2.225,1.879,1.983,44,Male,No,v21
368,a24d4f0610e5daf2a1ede388,6,1.1,1.4,60,10,30,35,10,55,3,3,5,5,1.05,choice_first,short_first,Orange,B,1,1,1,5.751,2.826,1.001,1.724,1.758,1.901,3.151,.825,1.076,.836,.824,26,Male,Yes,v21
466,a4ad75b4b0fbfa415fe1f3f9,3,1.5,1.3,60,5,35,55,5,40,4,3,4,4,0.88,choice_first,short_first,Blue,A,0,1,1,6.691,4.888,3.273,3.133,2.224,1.682,1.885,2.668,1.194,1.551,1.459,53,Male,No,v21
503,a4eb7550ee876c2893214bb0,6,1.2,1.5,30,10,60,5,20,75,4,4,5,5,0.00,beliefs_first,short_first,Blue,A,1,1,1,10.965,7.307,7.028,5.123,7.601,3.763,3.58,4.363,3.079,7.724,3.321,28,Female,DATA_EXPIRED,v21
741,a73554621d505003811b86cf,7,.9,1.4,40,10,50,25,10,65,5,3,5,1,0.88,choice_first,short_first,Orange,A,1,1,1,22.167,8.314,5.976,6.931,3.053,7.085,6.008,5.007,3.466,5.708,3.65,58,Male,No,v21
810,ab1a50a2887eb2cdcf9fcd20,5,1,1.2,40,10,50,30,10,60,2,4,4,4,0.88,choice_first,short_first,Blue,A,1,1,1,10.584,2.169,2.641,4.485,2.366,1.4,1.179,1.359,1.168,1.242,1.1,22,Female,Yes,v21
913,ab376f16434e07bd46658372,4,1.12,1.08,18,2,80,18,2,80,3,2,3,3,2.00,beliefs_first,short_first,Blue,A,0,1,1,15.743,18.596,6.855,6.408,4.401,3.843,4.15,3.814,4.021,3.511,3.877,38,Female,No,v21
2005,abc006b5bd4e4247350c060b,5,1.25,.75,10,20,70,0,50,50,3,3,5,4,1.88,choice_first,short_first,Blue,B,0,1,1,43.827,3.371,142.43,36.567,9.067,15.612,4.118,5.527,28.898,21.072,2.218,56,Female,No,v21
595,acba912a7258f52c830d5632,6,1.05,1.8,35,50,15,15,35,50,1,4,5,5,0.00,beliefs_first,short_first,Orange,A,1,1,1,9.643000000000001,2.792,3.854,3.026,2.393,4.029,2.486,3.286,2.619,2.673,8.081,30,Female,No,v21
485,b488da6c2ac55c68e7449a0d,7,1,2,90,0,10,10,0,90,3,2,4,4,0.00,beliefs_first,short_first,Orange,B,1,1,1,5.531,2.337,1.517,.9399999999999999,.479,.951,.8159999999999999,.369,.663,.331,.293,30,Male,Yes,v21
572,b495c68dd291707ad3fbe37c,5,1.1,.8,40,0,60,60,5,35,4,3,3,3,0.00,beliefs_first,short_first,Blue,B,0,1,1,5.735,2.793,1.613,1.666,1.871,.907,1.469,2.421,2.662,1.63,1.157,24,Female,Yes,v21
817,b4c8c157de38db7071eb653c,6,.8,1.15,60,25,15,20,20,60,3,3,4,4,0.50,choice_first,short_first,Orange,A,1,1,1,10.501,26.333,13.362,10.101,9.369999999999999,10.478,6.435,8.032,5.23,4.751,3.524,56,Female,No,v21
495,b6736dcb66705a38860ab433,7,.6,1.2,65,5,30,20,10,70,4,3,4,4,0.70,choice_first,short_first,Orange,B,1,1,1,7.074,4.24,1.173,1.009,.905,.714,.839,.741,1.047,3.086,2.079,26,Female,Yes,v21
951,b8288e3630aba2bbd8523276,5,.75,.6,30,10,60,35,15,50,3,2,4,3,1.05,choice_first,short_first,Orange,A,0,1,1,20.514,9.140000000000001,4.759,12.136,4.515,6.415,4.453,4.312,2.489,3.238,2.49,61,Male,No,v21
688,b8999287792d0bc819a1765b,4,1,2,10,20,70,30,20,50,2,2,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,25.322,8.119,.297,.982,.651,.548,.426,.475,.337,.5,.901,28,Female,No,v21
1273,b92e559a81891653f2aea5bb,5,1.2,.6,15,35,50,50,30,20,3,4,4,4,1.48,choice_first,short_first,Blue,B,0,1,1,88.468,5.336,2.495,2.155,1.872,2.658,4.059,1.458,1.929,1.805,1.185,26,Female,DATA_EXPIRED,v21
2137,b994a7122d9685f57bebd1e5,4,2,2,25,30,45,30,40,30,4,3,4,3,0.00,beliefs_first,short_first,Orange,A,0,1,1,34.868,1.519,.719,.717,.411,.36,.437,.477,1.068,.5659999999999999,.476,49,Male,Yes,v21
514,bc22268214126d445a787348,5,1,1.3,50,5,45,40,5,55,4,4,4,2,0.30,choice_first,short_first,Blue,B,1,1,1,5.589,3.95,4.087,4.094,2.832,3.988,2.935,5.02,2.702,4.204,1.977,32,Male,No,v21
1026,bcdcbd8453c29d50c1a49b30,6,1.154,1.081,36,0,64,45,0,55,4,3,4,4,1.30,choice_first,short_first,Blue,A,0,1,1,9.206,13.668,8.721,7.826,6.792,7.695,6.803,7.522,8.178000000000001,12.446,12.918,45,Male,No,v21
862,bcf3e6aa39e30575b7d7e007,7,.7,1.5,88,0,12,25,0,75,4,3,3,3,2.00,beliefs_first,short_first,Orange,B,1,1,1,9.054,5.308,3.069,3.815,2.209,2.523,3.641,3.865,1.034,1.297,1.021,28,Male,No,v21
399,c035939f407edb17f9296cb0,2,.35,1,80,5,15,45,5,50,4,3,5,5,1.88,choice_first,short_first,Blue,A,1,1,1,8.942,2.98,1.884,1.203,1.169,1.337,1.012,.778,3.119,1.095,1.024,24,Female,No,v21
683,c20b537fc04d012b1b811166,5,1.01,1.32,60,5,35,55,5,40,4,3,3,3,1.88,choice_first,short_first,Orange,B,1,1,1,7.301,6.888,4.801,3.771,3.676,2.201,2.46,2.301,1.755,1.301,2.083,32,Male,Yes,v21
514,c220b1466e1c092d7b6cf870,5,1.5,1.8,20,20,60,15,15,70,4,4,5,5,0.05,choice_first,short_first,Orange,A,1,1,1,9.282,1.193,1.006,1.192,.78,.844,1.052,1.052,2.875,.875,.735,34,Male,No,v21
500,c2f81947206cf7fd16c88bbc,5,.8,1.15,70,5,25,50,3,47,5,4,5,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,8.44,5.263,6.6,9.225,9.109999999999999,3.441,2.116,3.255,5.452,1.271,2.183,23,Male,Yes,v21
559,c3ade138f972c764199a07a5,4,.5,.75,70,5,25,40,5,55,1,1,2,4,0.70,choice_first,short_first,Blue,A,1,1,1,9.265000000000001,11.52,4.568,10.068,4.989,3.656,5.02,3.857,2.417,2.692,1.426,30,Female,No,v21
577,c3be4a2ef4756b2583a98111,3,1.3,1.5,45,10,45,45,10,45,2,3,2,3,2.07,choice_first,short_first,Blue,A,0,1,1,2.28,1.821,2.374,.93,.985,.791,.5620000000000001,1.343,3.371,1.33,.549,53,Male,No,v21
504,c3c2a105bae9968c77371d45,5,1.2,1.5,20,30,50,10,10,80,2,3,4,3,0.50,choice_first,short_first,Orange,A,1,1,1,8.446,5.875,3.816,2.693,4.959,1.611,10.73,2.406,2.717,1.76,1.436,58,Female,DATA_EXPIRED,v21
965,c4e8e30561401af733dbc852,5,2,1.8,50,30,20,30,20,50,3,4,3,4,0.00,beliefs_first,short_first,Blue,B,1,1,1,13.425,3.852,3.981,21.253,28.134,4.682,3.113,22.355,14.547,10.482,37.266,40,Male,No,v21
649,c53ad72aa1b7d4f00bf69b44,6,1.1,.9,30,10,60,50,10,40,3,3,5,5,0.00,beliefs_first,short_first,Orange,A,0,1,1,7.834,7.97,5.257,1.507,1.272,1.574,3.175,1.312,1.574,1.152,1.436,31,Female,No,v21
575,c916096138281e52b014e205,5,1.47,1.03,35,1,64,47,1,52,2,2,5,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,10.438,8.833,9.532999999999999,5.787,7.09,4.447,5.247,4.576,3.9,3.682,4.948,35,Female,No,v21
440,cb9650f8224b92de76f78673,7,0,2,27,50,23,10,80,10,2,1,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,5.187,6.923,3.536,1.989,2.767,2.005,1.663,1.573,1.113,1.424,1.542,54,Female,No,v21
851,cc9884db1e27858f01bfa4dc,7,1,1,30,20,50,25,35,40,5,2,3,3,0.00,beliefs_first,short_first,Orange,A,0,1,1,2.211,4.391,2.852,.651,.794,1.119,15.457,2.081,.633,.125,.5600000000000001,75,Male,No,v21
523,ced6ee5a9f0f7e0cf1496a91,6,1,2,15,55,30,30,30,40,5,3,4,4,1.88,choice_first,short_first,Orange,A,0,1,1,6.257,2.412,2.53,8.653,.982,.824,9.346,.602,8.06,26.502,2.6,43,Male,No,v21
594,d01763c6c404806402c0d253,5,.65,.75,70,1,29,70,1,29,3,4,5,5,1.88,choice_first,short_first,Blue,B,1,1,1,11.568,6.836,2.302,3.89,1.692,1.993,2.131,2.333,1.906,2.891,5.098,42,Male,DATA_EXPIRED,v21
492,d0473a2e18912852fa3b8088,6,1,1.5,10,30,60,5,20,75,2,3,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,8.052,8.704000000000001,1.409,.964,1.038,3.196,1.115,.758,.9340000000000001,1.024,1.165,28,Female,Yes,v21
465,d08cb0ba4a3de88da602c6ab,5,.5,1,20,20,60,5,10,85,3,2,4,4,0.00,beliefs_first,short_first,Orange,B,1,1,1,5.581,1.56,1.504,.785,.948,1.099,3.076,.779,.747,.8169999999999999,.873,36,Male,No,v21
811,d2a3a50358b1025c8612ec3c,7,0,2,25,50,25,0,0,100,3,1,4,4,0.70,choice_first,short_first,Orange,A,1,1,1,11.053,16.305,1.946,4.937,9.252000000000001,2.381,2.2,2.713,1.696,1.834,2.071,62,Male,Yes,v21
757,d5631a5e02ce4227f2f39566,6,1,1.2,34,33,33,34,33,33,4,3,4,3,1.48,choice_first,short_first,Blue,B,1,1,1,10.998,7.683,4.582,7.586,5.648,4.344,6.845,3.465,3.211,4.403,3.333,66,Male,No,v21
425,d7cc1cf443c41c14bafa2f7a,5,.7,.9,65,2,33,47,2,51,2,5,4,5,2.00,beliefs_first,short_first,Orange,B,1,1,1,7.514,4.13,5.062,3.131,1.703,1.91,1.154,2.491,7.224,1.806,1.193,30,Male,No,v21
534,d94f05f1c7bfed234c2f243e,5,2,1,45,10,45,38,24,38,2,3,5,5,2.07,choice_first,short_first,Orange,B,0,1,1,6.9,2.456,1.335,1.649,1.296,1.77,.962,.992,.736,1.119,1.915,46,Female,No,v21
233,db44846e3d83c45fe22d8664,5,1.78,2,80,10,10,50,20,30,4,2,4,4,0.00,beliefs_first,short_first,Orange,B,1,1,1,3.52,1.517,1.069,.788,1.335,1.101,.614,.524,.778,.819,.502,23,Female,No,v21
360,dc6324023b33d485749692bf,6,.9,1.5,80,1,19,20,1,79,2,2,4,4,2.00,beliefs_first,short_first,Orange,A,1,1,1,10.455,4.437,2.585,2.768,2.501,2.174,2.822,2.201,1.7,3.946,2.347,40,Female,DATA_EXPIRED,v21
645,dc6af1581988d6a86aa4a75b,2,1.4,1.7,20,10,70,10,40,50,1,1,4,5,0.88,choice_first,short_first,Blue,B,0,1,1,14.999,14.201,4.101,6.963,6.319,3.4,2.584,3.33,9.026999999999999,3.3,4.137,31,Male,No,v21
730,e01ec8af40bc925b71a876d6,6,1.1,.8,30,10,60,80,5,15,4,3,4,4,0.00,beliefs_first,short_first,Blue,B,0,1,1,40.961,4.054,1.439,1.778,1.675,1.44,2.401,2.731,2.503,1.664,4.734,36,Male,No,v21
528,e032b1868874a70b3a83f2bb,5,.9,1.5,80,5,15,20,5,75,4,3,4,3,0.00,beliefs_first,short_first,Orange,B,1,1,1,8.449999999999999,4.225,2.095,1.058,1.2,1.377,4.04,1.961,1.019,1.456,1.297,34,Male,DATA_EXPIRED,v21
687,e20c13320fcd8fbf712dfe59,6,1.5,1.3,30,0,70,50,0,50,5,5,4,4,0.00,beliefs_first,short_first,Blue,A,0,1,1,12.036,4.584,3.333,1.884,4.435,2.069,1.859,1.891,3.063,2.279,2.201,54,Male,No,v21
591,e2815d0677933d925dfcc6da,6,1,1.5,40,0,60,20,0,80,2,1,2,2,0.05,choice_first,short_first,Orange,A,1,1,1,33.972,3.364,2.6,2.521,2.091,1.977,1.369,2.201,1.2,2.287,.6,27,Female,No,v21
358,e2b18681a1064f96f492bda7,7,.9,1,50,9,41,8,0,92,5,3,3,3,2.00,beliefs_first,short_first,Orange,B,1,1,1,6.36,3.279,.953,.907,.791,1.405,.9399999999999999,.642,.6929999999999999,.504,.705,22,Male,No,v21
309,e33fbbe923c821ccfdd92360,4,1,.7,50,0,50,70,0,30,3,1,3,3,0.30,choice_first,short_first,Orange,A,0,1,1,15.568,1.496,.95,1.288,2.558,3.805,2.507,.973,.997,.801,.573,32,Female,No,v21
864,e5aab10d55ee0fab28e3125c,2,.9,1.1,45,0,55,45,0,55,3,3,4,3,0.50,choice_first,short_first,Blue,B,1,1,1,37.025,9.346,93.60299999999999,10.54,10.985,14.794,9.630000000000001,10.432,9.808,22.623,10.921,38,Male,No,v21
278,e9230c547a682c28fb4d256f,7,1.3,.7,20,10,70,20,30,50,4,3,2,2,0.00,beliefs_first,short_first,Blue,A,0,1,1,6.831,2.326,1.786,1.755,.9399999999999999,1.433,.706,.962,1.562,1.027,.8159999999999999,28,Male,DATA_EXPIRED,v21
426,edbfa03eea2e34864385c717,5,1,1.1,40,20,40,30,10,60,3,4,4,4,0.00,beliefs_first,short_first,Blue,B,1,1,1,6.075,5.193,4.731,4.13,4.925,4.264,4.661,7.69,3.859,3.5,3.355,30,Female,No,v21
400,ee20451a06a37ab676bf6a69,2,1,1,49,2,49,49,2,49,3,4,5,4,1.48,choice_first,short_first,Blue,B,0,1,1,7.069,2.378,2.546,1.56,2.338,4.903,3.022,2.291,1.486,1.734,1.538,35,Female,No,v21
784,eee966cdab43aa4ce9e003ac,5,1.2,1.4,40,0,60,20,0,80,2,2,3,4,0.05,choice_first,short_first,Orange,B,1,1,1,3.251,2.692,2.02,3.646,1.885,.956,2.199,.972,.762,.912,.8179999999999999,28,Female,No,v21
452,ef60ac205f1fa4bbccb377c9,6,.7,.3,10,10,80,55,25,20,4,2,5,4,1.30,choice_first,short_first,Blue,A,0,1,1,10.694,2.769,1.249,2.128,1.28,.913,1.348,1.064,1.008,1.388,.987,35,Female,No,v21
411,f1c6ff6df70819242dc9859f,5,2,1,30,30,40,40,30,30,4,3,4,3,0.00,beliefs_first,short_first,Blue,A,0,1,1,19.196,3.285,1.473,.463,1.077,.947,.511,.49,.181,.467,.191,35,Male,Yes,v21
596,f22ed1565e57c6a5853075bb,7,.75,1.3,60,5,35,10,0,90,3,2,4,5,0.05,choice_first,short_first,Orange,B,1,1,1,4.487,4.628,3.207,1.663,.927,1.188,1.691,1.043,4.266,3.955,1.755,41,Male,No,v21
633,f44273de2d1bd4abef539772,6,.8,1.1,80,10,10,5,5,90,2,3,4,4,0.00,beliefs_first,short_first,Blue,A,1,1,1,9.218,7.321,2.89,1.145,2.827,2.2,1.59,1.315,1.941,2.879,2.529,44,Female,Yes,v21
376,f53d608761302ed3bf4f5c72,4,1.5,.5,30,10,60,25,10,65,3,2,4,4,1.88,choice_first,short_first,Orange,A,0,1,1,6.601,2.713,1.659,.962,.963,.649,.7,1.586,3.542,.891,.87,35,Female,No,v21
368,f718e28de5d3bdc45bbdf999,4,1.1,1.2,35,15,50,30,10,60,4,4,3,3,1.05,choice_first,short_first,Blue,B,1,1,1,5.572,4.1,1.214,1.19,.706,.881,2.402,.776,1.117,.984,1.532,45,Male,DATA_EXPIRED,v21
1367,f74dc030b81adab97208d382,5,1,2,35,40,25,10,30,60,3,3,4,3,2.00,beliefs_first,short_first,Blue,B,1,1,1,11.384,8.057,4.281,2.64,3.286,2.737,2.287,1.3,1.553,1.189,1.085,54,Female,No,v21
460,f801e755ca3216b0535a44eb,5,1.03,.881,33.3,33.3,33.4,50,25,25,2,1,4,3,0.88,choice_first,short_first,Orange,B,0,1,1,16.796,3.401,4.392,1.118,.708,.598,1.065,.895,1.002,.928,.68,52,Female,DATA_EXPIRED,v21
1053,f928d841bb86d98a5e0e7a43,6,1,2,50,40,10,10,40,50,4,3,5,5,0.00,beliefs_first,short_first,Orange,A,1,1,1,10.516,14.562,12.012,3.401,13.214,5.401,3.596,5.2,1.801,2.463,1.853,26,Male,No,v21
331,fb3aff03744cf34c82a3e472,5,.8,1,80,15,5,60,10,30,5,3,4,4,0.00,beliefs_first,short_first,Orange,B,1,1,1,5.965,4.639,2.909,1.378,1.506,1.331,.802,2.587,1.198,1.063,1.284,29,Male,Yes,v21
1050,fbc7d2338c839efc41ccb4a6,6,.9,1.2,50,10,40,10,10,80,3,3,4,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,166.633,3.393,1.338,1.207,6.645,5.488,69.794,1.646,.948,7.704,1.503,31,Male,DATA_EXPIRED,v21
751,fc0b963c0955698018a789a8,7,1.1,1.5,85,1,14,30,0,70,3,2,3,4,0.00,beliefs_first,short_first,Orange,A,1,1,1,11.808,4.189,3.189,2.782,3.546,2.459,3.352,11.105,4.443,2.016,1.032,19,Male,DATA_EXPIRED,v21
672,fcbbeda89e7aa1d00c40bac5,7,1.02,.66,29,1,70,75,0,25,4,3,5,3,0.00,beliefs_first,short_first,Blue,A,0,1,1,5.478,10.287,86.105,2.036,3.31,2.86,1.524,2.229,4.664,2.557,3.539,24,Male,DATA_EXPIRED,v21
580,fd1655bfbb8199b4d08fb377,7,.3,1,95,0,5,10,0,90,4,3,5,2,0.30,choice_first,short_first,Orange,A,1,1,1,11.393,6.096,1.901,1.623,2.299,1.798,1.57,1.212,1.052,1.26,1.231,52,Female,No,v21
750,fed2d046cccf8db91ba46ec3,5,1.2,1.4,40,10,50,30,10,60,3,3,5,5,1.88,choice_first,short_first,Orange,A,1,1,1,110.184,5.317,2.333,4.613,2.416,1.363,.972,1.513,1.822,2.435,2.265,26,Male,No,v21
512,ff9726a4da7a58e92fbe1f3a,7,.3,.6,90,0,10,70,0,30,4,3,3,4,0.00,beliefs_first,short_first,Orange,B,0,1,1,8.019,4.841,2.124,2.908,5.587,3.646,1.659,1.79,1.22,2.158,1.974,62,Female,No,v21
