"id","round1_combined_array","df"
"bc7da92397d01d5feafbb756","[1.20,1.40];[2.00,0.00];[0.00,0.20];[0.20,0.40];[1.40,1.60];[1.00,1.20];[1.60,1.80];[0.40,0.60];[1.80,2.00];[0.60,0.80];[0.80,1.00]","v17"
"0a61546923a96f3fa94216a9","[1.40,1.60];[0.80,1.00];[0.40,0.60];[0.00,0.20];[2.00,0.00];[1.20,1.40];[0.60,0.80];[1.00,1.20];[1.80,2.00];[0.20,0.40];[1.60,1.80]","v17"
"688960843dbc28b8c9ccfaa0","[1.60,1.80];[0.80,1.00];[2.00,0.00];[1.00,1.20];[1.40,1.60];[1.80,2.00];[0.60,0.80];[1.20,1.40];[0.20,0.40];[0.00,0.20];[0.40,0.60]","v17"
"c17337e8005b85605ddd44c1","[0.00,0.20];[2.00,0.00];[0.60,0.80];[1.00,1.20];[0.40,0.60];[1.20,1.40];[1.60,1.80];[1.80,2.00];[0.80,1.00];[0.20,0.40];[1.40,1.60]","v17"
"c5ccb523242f2d8908037053","[1.20,1.40];[1.40,1.60];[1.00,1.20];[1.60,1.80];[0.20,0.40];[1.80,2.00];[0.80,1.00];[2.00,0.00];[0.40,0.60];[0.60,0.80];[0.00,0.20]","v17"
"c20b537fc04d012b1b811166","[2.00,0.00];[0.20,0.40];[0.60,0.80];[0.00,0.20];[1.00,1.20];[0.40,0.60];[1.20,1.40];[1.60,1.80];[1.40,1.60];[1.80,2.00];[0.80,1.00]","v17"
"6c417e53a2dd4cbd53207769","[0.40,0.60];[2.00,0.00];[1.40,1.60];[0.80,1.00];[0.20,0.40];[1.80,2.00];[0.60,0.80];[0.00,0.20];[1.00,1.20];[1.60,1.80];[1.20,1.40]","v17"
"0099ac7b73bfa84c1d7205a9","[1.20,1.40];[2.00,0.00];[1.80,2.00];[1.40,1.60];[0.60,0.80];[0.40,0.60];[1.00,1.20];[0.20,0.40];[0.80,1.00];[1.60,1.80];[0.00,0.20]","v17"
"a658c8fe481508e966808916","[1.60,1.80];[1.40,1.60];[0.00,0.20];[1.20,1.40];[0.20,0.40];[1.00,1.20];[1.80,2.00];[0.80,1.00];[0.40,0.60];[2.00,0.00];[0.60,0.80]","v17"
"","[1.80,2.00];[0.20,0.40];[0.60,0.80];[0.00,0.20];[2.00,0.00];[0.40,0.60];[1.60,1.80];[1.20,1.40];[1.40,1.60];[1.00,1.20];[0.80,1.00]","v17"
"da74f4df596f7ab4062d330d","[0.80,1.00];[0.00,0.20];[0.40,0.60];[1.60,1.80];[2.00,0.00];[1.80,2.00];[0.20,0.40];[1.20,1.40];[1.40,1.60];[1.00,1.20];[0.60,0.80]","v17"
"ebb7945b4cf228c6b6354898","[2.00,0.00];[0.80,1.00];[0.60,0.80];[1.00,1.20];[0.00,0.20];[1.20,1.40];[0.20,0.40];[0.40,0.60];[1.60,1.80];[1.40,1.60];[1.80,2.00]","v17"
"9a44a85df23a7ff1ab320100","[1.20,1.40];[0.40,0.60];[0.60,0.80];[0.80,1.00];[1.80,2.00];[1.40,1.60];[1.00,1.20];[1.60,1.80];[2.00,0.00];[0.20,0.40];[0.00,0.20]","v17"
"21fcef0fbefac163b4fff7e1","[1.60,1.80];[1.40,1.60];[0.60,0.80];[2.00,0.00];[0.40,0.60];[1.20,1.40];[0.00,0.20];[1.80,2.00];[1.00,1.20];[0.80,1.00];[0.20,0.40]","v17"
"","[2.00,0.00];[1.60,1.80];[0.20,0.40];[1.20,1.40];[0.80,1.00];[1.40,1.60];[1.00,1.20];[0.00,0.20];[0.60,0.80];[0.40,0.60];[1.80,2.00]","v17"
"","[0.60,0.80];[0.00,0.20];[1.80,2.00];[1.20,1.40];[2.00,0.00];[1.40,1.60];[1.00,1.20];[0.20,0.40];[0.40,0.60];[1.60,1.80];[0.80,1.00]","v17"
"51e52a10839b2434657bd326","[0.20,0.40];[1.40,1.60];[0.80,1.00];[1.20,1.40];[1.80,2.00];[2.00,0.00];[0.40,0.60];[0.00,0.20];[1.60,1.80];[0.60,0.80];[1.00,1.20]","v17"
"386a71ea6fc40e7e4a326b9a","[0.40,0.60];[0.60,0.80];[1.40,1.60];[1.00,1.20];[0.20,0.40];[1.20,1.40];[1.60,1.80];[2.00,0.00];[0.00,0.20];[0.80,1.00];[1.80,2.00]","v17"
"c7cd042d61936df615c6c0e5","[0.20,0.40];[2.00,0.00];[0.40,0.60];[1.00,1.20];[1.40,1.60];[0.00,0.20];[1.60,1.80];[1.20,1.40];[0.80,1.00];[0.60,0.80];[1.80,2.00]","v17"
"c02e47c644aa74f4db688aa4","[1.00,1.20];[0.20,0.40];[0.80,1.00];[1.80,2.00];[0.60,0.80];[0.40,0.60];[1.20,1.40];[1.60,1.80];[1.40,1.60];[0.00,0.20];[2.00,0.00]","v17"
"72d498cc649a2b508e14c16e","[1.40,1.60];[1.20,1.40];[1.80,2.00];[0.80,1.00];[0.40,0.60];[0.60,0.80];[1.00,1.20];[0.00,0.20];[2.00,0.00];[0.20,0.40];[1.60,1.80]","v17"
"4f4de00bb4f0e97f7bc3e547","[1.80,2.00];[0.40,0.60];[0.60,0.80];[2.00,0.00];[1.00,1.20];[0.20,0.40];[1.20,1.40];[1.60,1.80];[0.80,1.00];[1.40,1.60];[0.00,0.20]","v17"
"","[0.40,0.60];[0.80,1.00];[1.60,1.80];[0.00,0.20];[1.00,1.20];[0.60,0.80];[2.00,0.00];[1.40,1.60];[1.80,2.00];[0.20,0.40];[1.20,1.40]","v17"
"","[1.80,2.00];[2.00,0.00];[1.60,1.80];[0.20,0.40];[1.20,1.40];[0.80,1.00];[1.40,1.60];[0.60,0.80];[0.00,0.20];[0.40,0.60];[1.00,1.20]","v17"
"","[0.00,0.20];[0.40,0.60];[2.00,0.00];[0.20,0.40];[1.20,1.40];[1.80,2.00];[0.80,1.00];[1.60,1.80];[1.00,1.20];[0.60,0.80];[1.40,1.60]","v17"
"","[2.00,0.00];[1.60,1.80];[1.00,1.20];[0.20,0.40];[1.80,2.00];[1.40,1.60];[1.20,1.40];[0.80,1.00];[0.00,0.20];[0.60,0.80];[0.40,0.60]","v17"
"","[1.80,2.00];[0.40,0.60];[1.60,1.80];[0.00,0.20];[0.20,0.40];[2.00,0.00];[0.80,1.00];[1.20,1.40];[0.60,0.80];[1.40,1.60];[1.00,1.20]","v17"
"","[0.40,0.60];[1.40,1.60];[0.80,1.00];[1.00,1.20];[0.60,0.80];[1.60,1.80];[1.80,2.00];[2.00,0.00];[0.20,0.40];[1.20,1.40];[0.00,0.20]","v17"
"","[1.40,1.60];[1.20,1.40];[0.80,1.00];[0.00,0.20];[0.20,0.40];[0.40,0.60];[0.60,0.80];[1.60,1.80];[2.00,0.00];[1.00,1.20];[1.80,2.00]","v17"
"","[0.40,0.60];[1.80,2.00];[1.00,1.20];[0.80,1.00];[1.20,1.40];[0.60,0.80];[1.60,1.80];[2.00,0.00];[1.40,1.60];[0.20,0.40];[0.00,0.20]","v17"
"","[0.20,0.40];[1.80,2.00];[1.20,1.40];[2.00,0.00];[0.40,0.60];[1.00,1.20];[0.80,1.00];[0.60,0.80];[1.40,1.60];[0.00,0.20];[1.60,1.80]","v17"
"","[1.40,1.60];[0.60,0.80];[0.80,1.00];[2.00,0.00];[0.00,0.20];[1.20,1.40];[0.20,0.40];[1.60,1.80];[0.40,0.60];[1.00,1.20];[1.80,2.00]","v17"
"","[1.00,1.20];[0.40,0.60];[0.00,0.20];[2.00,0.00];[0.80,1.00];[1.20,1.40];[1.60,1.80];[0.60,0.80];[1.80,2.00];[0.20,0.40];[1.40,1.60]","v17"
"","[0.00,0.20];[1.40,1.60];[2.00,0.00];[0.60,0.80];[0.20,0.40];[0.40,0.60];[1.00,1.20];[0.80,1.00];[1.60,1.80];[1.20,1.40];[1.80,2.00]","v17"
