id,choiceB,beliefA,beliefB,cond_presentation,cond_beliefs_choice_order,riskTaking,statKnow,regretExAnte,regretExPost,duration,beliefA_below,beliefA_equal,beliefA_above,beliefB_below,beliefB_equal,beliefB_above,short,round,whichFirst,choiceStr,age,sex,student,df
156a1e094fa314c8ce2b5e3e,0,1,2,sampling_noiseless,beliefs_first,3,4,5,4,868,5,30,65,5,30,65,0,1,A,4,44,Male,DATA_EXPIRED,prereg
427d53249bd00bf33b968aed,0,1,1.25,description_noiseless,beliefs_first,4,3,3,3,500,25,0,75,75,0,25,0,1,B,4,25,Male,Yes,prereg
106bd9d30e5934c566d3c5dc,0,2,0,sampling_noiseless,beliefs_first,3,3,5,4,989,10,10,80,30,40,30,1,1,B,6,40,Female,No,prereg
0270660e2206f050489da622,0,1,1,description_noiseless,beliefs_first,3,2,5,3,1099,25,50,25,25,50,25,0,1,B,5,33,Male,DATA_EXPIRED,prereg
c0b21a335f54e21ad6b410f7,1,1,1,description_noiseless,beliefs_first,4,2,5,3,1435,45.5,9,45.5,45.5,9,45.5,1,1,A,7,48,Female,No,prereg
6c9dfd28ae5014b31c6fa8fa,1,2,2,sampling_noiseless,choice_first,3,1,5,5,1106,50,10,40,50,10,40,1,1,B,7,37,Female,DATA_EXPIRED,prereg
6ffee152111a1df8702f8a56,0,0.818,0.818,description_noiseless,choice_first,3,4,5,4,1640,45.45,9.1,45.450,45.450,9.10,45.450,1,1,A,7,60,Female,No,prereg
a58f57503d081548eacc29ac,1,0.88,0.92,sampling_noiseless,choice_first,4,3,4,3,862,70,2,28,70,2,28,0,1,B,5,57,Male,No,prereg
ad9207910f4d4a45c67c3e7b,1,1,1.2,sampling_noiseless,choice_first,4,3,5,5,707,49,2,49,48,2,50,0,1,B,7,42,Female,No,prereg
8750cf6b5fb093a10491d06f,1,1.2,1.8,sampling_noiseless,choice_first,3,3,4,3,1869,50,25,25,25,25,50,1,1,B,5,DATA_EXPIRED,Male,No,prereg
08b4e8899d796956d8a5d6b1,1,1.08,1.12,sampling_noiseless,beliefs_first,4,3,3,3,699,35,20,45,10,30,60,0,1,B,6,23,Male,Yes,prereg
ad1529d18d2d6d8d64abdcff,0,1,1.25,description_noiseless,choice_first,3,3,5,5,754,35,35,30,30,30,40,1,1,B,5,46,Female,No,prereg
d93d4644c7b1e7b9cd9d9657,1,1,1,description_noiseless,choice_first,4,2,5,4,941,45,10,45,45,10,45,0,1,B,6,62,Male,DATA_EXPIRED,prereg
0b4b7cf8e6dcd904ac2b2bca,1,0.4,1.2,sampling_noiseless,beliefs_first,3,3,5,5,1092,75,15,10,10,15,75,1,1,A,7,23,Female,DATA_EXPIRED,prereg
268604cb22e9c5d8f4889571,1,0.2,0.23,description_noiseless,beliefs_first,3,1,3,3,997,50,10,40,40,10,50,1,1,B,4,27,Female,DATA_EXPIRED,prereg
b772d578fdd0e82118e4021c,1,1,1,description_noiseless,beliefs_first,4,3,5,5,649,45,10,45,45,10,45,1,1,A,6,36,Female,No,prereg
dbd44345d4a8d5fa9961ad0f,0,1.04,1,sampling_noiseless,choice_first,4,4,5,5,750,49,2,49,49,2,49,0,1,B,7,53,Male,No,prereg
921bfb2ae337258de89a669e,1,1,1,description_noiseless,beliefs_first,3,3,4,4,1809,45.45,9.1,45.45,45.45,9.1,45.45,1,1,B,4,29,Female,No,prereg
c9380f1f099d97883cde9e35,0,1,1,description_noiseless,choice_first,3,4,4,3,283,25,50,25,25,50,25,0,1,B,4,30,Female,No,prereg
b213a469e9af662ec3393f8d,0,1.8,1,description_noiseless,choice_first,2,3,5,4,1028,30,30,40,35,25,40,1,1,A,6,33,Female,Yes,prereg
2e8f5933813a30ea4b181719,1,2,2,sampling_noiseless,choice_first,2,2,4,2,1358,74,8,18,64,8,28,1,1,A,7,48,Male,No,prereg
e1f17e772bc05bda78e21a6c,1,0,2,sampling_noiseless,choice_first,3,2,3,5,1116,40,10,50,20,10,70,1,1,A,6,64,Female,No,prereg
5e74b843bb699a2924df6433,0,2,2,description_noiseless,beliefs_first,3,2,3,2,1445,0,0,100,0,50,50,0,1,B,7,65,Male,No,prereg
078b6fa30dd66be88abe8d58,1,1,1.04,sampling_noiseless,beliefs_first,4,3,4,4,535,49,2,49,47,1,52,0,1,A,7,27,Male,No,prereg
8d3f011d4b867214122e1778,0,1,1,description_noiseless,choice_first,3,5,4,1,1591,30,20,50,30,30,40,1,1,A,6,32,Male,DATA_EXPIRED,prereg
46d1620143252ad6b46e15c6,1,0.8,1,sampling_noiseless,beliefs_first,3,1,5,4,1162,90,5,5,85,5,10,1,1,A,6,52,Female,No,prereg
d20498a73a0634cf881db7de,0,2,0,description_noiseless,choice_first,4,3,3,3,778,0,0,100,0,0,100,1,1,A,7,31,Female,No,prereg
719175b425bf1600925f625b,1,0.64,0.66,sampling_noiseless,beliefs_first,1,5,4,2,1282,66,4,30,62,4,34,0,1,A,6,25,Female,No,prereg
f9fe988f3deb6fc1b1a59edb,0,2,0,description_noiseless,beliefs_first,5,3,3,3,803,50,0,50,50,0,50,1,1,A,7,26,Male,No,prereg
47cf4effa6c3a005fc281817,1,1,1,sampling_noiseless,beliefs_first,4,3,4,2,582,49,2,49,49,2,49,0,1,B,2,42,Male,DATA_EXPIRED,prereg
db66f15013b8fd04b30a09eb,0,1,0.8,description_noiseless,beliefs_first,3,1,5,4,1203,25,25,50,60,20,20,1,1,B,6,55,Female,No,prereg
8bfb5272bc32bda3e2a5d998,1,0.8,1,sampling_noiseless,choice_first,3,3,4,2,681,55,9,36,27,9,64,1,1,B,6,59,Female,No,prereg
25d1eb206b72d801ccc559c6,1,1,1,sampling_noiseless,choice_first,3,3,4,3,632,48,1,51,51,1,48,0,1,B,7,48,Male,No,prereg
c3be4cd6e4e154dda13b09b5,0,1.02,0.98,description_noiseless,beliefs_first,5,4,4,4,1237,20,40,40,60,30,10,0,1,A,7,35,Male,DATA_EXPIRED,prereg
3226a06f77fbf2d061d4b771,0,0.8,1.2,sampling_noiseless,choice_first,4,3,4,4,522,50,40,10,40,40,20,1,1,B,7,52,Male,No,prereg
01c16ebb9b23f5d2f47f1bc8,1,1,1,description_noiseless,choice_first,4,5,3,4,1470,48,4,48,48,4,48,0,1,A,5,63,Male,No,prereg
c04c8cc734b6a7612927e2e1,1,1.2,1.3,sampling_noiseless,choice_first,2,3,4,2,590,25,0,75,25,0,75,1,1,B,5,42,Male,DATA_EXPIRED,prereg
70001d9bffbc34673fa3b5b2,1,0.18,0.24,sampling_noiseless,choice_first,1,1,4,4,1359,84,2,14,82,2,16,0,1,B,7,98,Female,DATA_EXPIRED,prereg
5aafbdac138b4a601f6db3f9,1,0.98,1.02,sampling_noiseless,beliefs_first,4,4,2,2,638,50,1,49,49,1,50,0,1,A,5,23,Male,DATA_EXPIRED,prereg
f9c68049cc2a6b68e4fc9544,0,1,1,description_noiseless,choice_first,3,1,4,4,356,33,33,34,33,33,34,1,1,A,5,29,Male,No,prereg
8f538002c9f9eca16c71cbec,1,1.5,1.7,description_noiseless,beliefs_first,4,1,4,4,726,20,20,60,15,15,70,0,1,A,4,27,Female,No,prereg
dc5011bdbff5a943e6dbd847,0,1,0.75,description_noiseless,beliefs_first,2,3,4,2,1027,5,90,5,25,50,25,1,1,A,4,65,Female,No,prereg
829d7193ad56cc84552f7bf2,0,1,0.98,description_noiseless,beliefs_first,3,3,5,2,983,48,2,50,50,2,48,0,1,B,7,23,Male,No,prereg
fee4fb1b695c7d218ac9bf4b,0,0.8,1,description_noiseless,choice_first,4,2,4,3,623,45,10,45,45,10,45,1,1,B,5,26,Male,DATA_EXPIRED,prereg
55afbefb2d0aa9a42a140c5e,1,1,1,sampling_noiseless,beliefs_first,3,3,4,3,888,45,9,46,45,9,46,1,1,A,2,22,Male,Yes,prereg
48cdb23e6ff1a9c8e10e1447,1,2,2,description_noiseless,choice_first,3,3,5,5,3880,25,25,50,25,50,25,0,1,A,5,50,Female,No,prereg
dd3bb66f5bf652d0711295c1,0,1,1,description_noiseless,choice_first,4,3,4,4,409,49,2,49,49,2,49,0,1,A,4,22,Female,DATA_EXPIRED,prereg
624757d60698f9e528ac59c0,0,0.8,1.2,sampling_noiseless,beliefs_first,4,2,4,4,330,20,30,50,50,20,30,1,1,B,7,34,Male,No,prereg
0a46abc5c92b176dbe0dfcbd,1,1,1,description_noiseless,beliefs_first,3,4,5,5,596,45,10,45,45,10,45,1,1,B,1,21,Male,Yes,prereg
bd2b65106a04c786066735c8,1,1,1,sampling_noiseless,beliefs_first,5,4,4,4,471,49,2,49,49,2,49,0,1,B,7,27,Male,No,prereg
1248723359b314fceda63f1d,1,0.94,1,sampling_noiseless,beliefs_first,2,4,4,4,581,47,6,47,49,4,47,0,1,B,5,45,Male,No,prereg
8414833d84bd197117971f21,1,0.8,1,sampling_noiseless,beliefs_first,3,3,4,3,686,70,10,20,60,10,30,1,1,A,6,37,Female,No,prereg
c1cfda843d5d31f876831c28,1,0.8,1,sampling_noiseless,choice_first,5,4,5,5,1242,70,20,10,20,70,10,0,1,A,6,50,Female,Yes,prereg
d3f60ae617515c651782aeaf,1,0.8,0.84,sampling_noiseless,beliefs_first,3,4,5,4,622,75,5,20,73,5,22,0,1,B,6,31,Female,No,prereg
a5736efe520e2ad4bc5c9677,1,1,1.2,sampling_noiseless,beliefs_first,2,3,2,2,522,45,20,35,20,35,45,1,1,B,7,24,Female,No,prereg
4e22ab8068f3883fe10b07f0,0,1,0.96,description_noiseless,beliefs_first,3,3,4,4,983,49.1,1.8,49.1,50.4,1.6,48,0,1,A,7,55,Male,No,prereg
04cd3d681f19347e35046e0d,1,0.5,0.8,sampling_noiseless,choice_first,1,2,5,4,1616,70,0,30,30,0,70,1,1,B,6,76,Female,DATA_EXPIRED,prereg
e914cb2db862166a1698da3a,0,0.9,0.9,description_noiseless,choice_first,3,2,5,5,1102,45,10,45,45,10,45,1,1,A,6,60,Female,No,prereg
1b96991ecaaeb042da6f97ff,0,1,1.2,description_noiseless,choice_first,4,1,5,5,796,44,12,44,50,10,40,1,1,B,7,33,Male,No,prereg
f1f1ea8dad05ad5fe5f11243,1,0.96,1,sampling_noiseless,beliefs_first,2,1,4,4,604,80,10,10,40,30,30,0,1,A,7,53,Female,No,prereg
833737082244ca5af0efa267,1,0.8,0.84,sampling_noiseless,choice_first,5,3,4,2,576,80,5,15,85,3,12,0,1,A,7,43,Male,DATA_EXPIRED,prereg
957126aa71497451ff8460fb,1,1.96,2,sampling_noiseless,choice_first,4,3,5,5,545,30,20,50,30,20,50,0,1,B,6,38,Female,No,prereg
ad7b49cdb40c3e181f3e3329,0,1,1,description_noiseless,choice_first,2,1,5,2,704,45,10,45,10,0,90,1,1,B,7,27,Male,Yes,prereg
a6d4b18c36c15e46d1829856,0,1,1,description_noiseless,beliefs_first,5,3,5,5,512,49,2,49,50,1,49,0,1,A,7,32,Male,No,prereg
a8e21d4c1d36734d31a66c76,1,2,1,sampling_noiseless,choice_first,5,4,5,5,457,70,10,20,5,5,90,1,1,A,7,38,Male,Yes,prereg
7b05bed23b24b15006b29dd4,1,1,1.2,sampling_noiseless,choice_first,2,4,5,4,1246,40,10,50,30,10,60,1,1,B,6,24,Male,No,prereg
9325a23ed80bc607d423da78,1,0.8,1.2,sampling_noiseless,choice_first,4,4,4,3,540,60,10,30,20,20,60,1,1,B,5,26,Male,No,prereg
00e261ed710ee77fbb512c32,1,0.75,0.75,description_noiseless,beliefs_first,4,3,5,4,1504,30,30,40,40,30,30,1,1,A,5,42,Male,DATA_EXPIRED,prereg
2b0b25ffd50401f9bcd5fdea,0,1,0.8,description_noiseless,beliefs_first,2,4,4,4,793,45,10,45,50,10,40,1,1,B,4,25,Female,No,prereg
ec09a26e3d783893e67e172a,1,1,1,description_noiseless,beliefs_first,4,4,3,3,925,45.45,9.1,45.45,45.45,9.1,45.45,1,1,B,6,31,Male,No,prereg
f81444b8caed93ecc987d96c,1,2,2,sampling_noiseless,choice_first,2,1,4,2,909,99,1,0,0,1,99,0,1,B,4,53,Female,No,prereg
4a92114ed22542b8a2a9a933,1,1.06,1.1,sampling_noiseless,choice_first,4,4,5,5,650,48,5,47,50,5,45,0,1,B,7,31,Male,DATA_EXPIRED,prereg
f16be87b68f479e42f327444,0,0,0,description_noiseless,beliefs_first,4,4,4,4,422,40,30,30,40,30,30,0,1,A,5,33,Male,No,prereg
34929e41dcdfa579accb4d4d,1,1,1.5,sampling_noiseless,choice_first,3,2,4,3,343,50,10,40,40,10,50,1,1,B,5,33,Male,No,prereg
02f4dc3eca88bf19c8984c54,1,0.39,0.04,description_noiseless,choice_first,4,3,5,5,848,30,33,37,30,30,40,0,1,B,6,30,Male,No,prereg
e808b77151bbc891665d37ee,0,1,1,description_noiseless,beliefs_first,5,5,3,3,830,45.46,9.09,45.45,45.46,9.09,45.45,1,1,A,1,23,Male,No,prereg
cc1948b4de570b573146b048,1,1,1.2,sampling_noiseless,beliefs_first,3,3,4,4,863,60,10,30,40,10,50,1,1,A,7,89,Female,DATA_EXPIRED,prereg
6ba8ebd0555fbe4285682977,0,0.75,1,description_noiseless,choice_first,2,3,4,4,632,45,10,45,40,10,50,1,1,B,6,27,Male,No,prereg
a60466db784c1ec1841cf087,1,0.54,0.54,sampling_noiseless,beliefs_first,4,4,5,5,981,0,0,100,2,0,98,0,1,B,7,58,Male,DATA_EXPIRED,prereg
5280565573e62a36f8ddda96,0,0.75,1,description_noiseless,beliefs_first,2,3,4,5,1399,49,2,49,58,2,40,0,1,B,7,22,Female,Yes,prereg
425caac19e81b27a30288cd5,0,1,1,description_noiseless,choice_first,3,4,4,3,758,45.5,9,45.5,45.5,9,45.5,1,1,A,6,43,Male,No,prereg
17a9640a511de798f2e35e1d,1,1,1,description_noiseless,choice_first,4,3,4,4,870,45,10,45,45,10,45,1,1,B,5,20,Male,Yes,prereg
697ac204862cc69f9912b82b,0,1.09,1,description_noiseless,beliefs_first,4,4,5,4,1222,50,40,10,50,40,10,1,1,A,7,53,Male,DATA_EXPIRED,prereg
5bf3808840c6a2c88e7918be,1,1.01,0.99,description_noiseless,beliefs_first,4,3,4,4,555,49.5,1,49.5,49.5,1,49.5,0,1,B,4,22,Male,Yes,prereg
48757db1cf1a30380e80b1e4,0,1,1,description_noiseless,choice_first,3,3,3,2,670,45,10,45,45,10,45,1,1,B,1,50,Male,No,prereg
ae0111914e086cd87bb4e8b2,1,1,2,sampling_noiseless,choice_first,3,3,4,4,563,20,20,60,60,20,20,1,1,A,6,28,Female,Yes,prereg
ede2381316ed166553d60d08,0,1,2,description_noiseless,choice_first,4,2,4,4,3011,50,1,49,25,1,74,0,1,A,5,48,Male,No,prereg
9f739eb6575e1b1f0ca49624,1,1,1,sampling_noiseless,choice_first,4,3,4,3,715,49.5,1,49.5,49.5,1,49.5,0,1,B,7,61,Male,No,prereg
262b8d1a60d8255b70517cda,0,1,1,description_noiseless,beliefs_first,4,3,4,4,917,45.45,9.1,45.45,45.45,9.1,45.45,1,1,A,6,42,Male,No,prereg
dd87a9cd4d7777685ca0d175,1,0.8,0.84,sampling_noiseless,beliefs_first,3,2,4,3,837,80,2,18,80,2,18,0,1,B,7,28,Male,No,prereg
931ce3a0d3ee25cf767ff69e,0,0.22,0.22,description_noiseless,beliefs_first,5,4,4,4,380,40,10,50,30,10,60,1,1,A,1,26,Male,No,prereg
7adf7b5871e9c85e668d82c9,1,1,1.2,sampling_noiseless,beliefs_first,3,3,3,4,458,50,10,40,40,10,50,1,1,A,6,25,Male,No,prereg
8fdc28161d464902bc87ccc3,1,1,1,description_noiseless,choice_first,4,5,5,4,447,49,2,49,49,2,49,0,1,B,6,26,Male,Yes,prereg
1cf2fd0fb51d5e3704a19ad9,0,1,0.75,description_noiseless,choice_first,2,2,5,4,739,45,10,45,60,10,30,1,1,B,5,26,Female,No,prereg
991016339a7fe4c151edb0b3,1,1,2,sampling_noiseless,choice_first,2,1,3,3,1340,50,10,40,40,30,30,1,1,B,4,36,Female,No,prereg
3f54250492747ea1d12ba361,1,1,1,description_noiseless,choice_first,5,3,4,4,644,49,2,49,49,2,49,0,1,B,7,33,Male,No,prereg
2e6c48f29c2fbbbd7b09427a,1,0.99,1,description_noiseless,choice_first,3,2,3,4,731,49,2,49,52,2,46,0,1,A,5,48,Female,No,prereg
442f220a1d006652fb108e8f,0,1.5,1.3,sampling_noiseless,beliefs_first,4,3,2,5,685,17,2,81,21,2,77,0,1,B,5,67,Female,DATA_EXPIRED,prereg
b6f379e92aac10faf9d4ae87,0,2,0.8,description_noiseless,choice_first,4,4,5,4,1797,20,30,50,50,30,20,0,1,B,6,49,Female,Yes,prereg
6df63ee3fcf8a22d00bf91ba,1,1,0.5,description_noiseless,choice_first,3,4,4,4,1281,70,20,10,60,20,20,1,1,A,6,33,Male,No,prereg
badd409d08a79601d47a2c37,0,0.4,0.3,description_noiseless,beliefs_first,2,3,5,3,710,49,2,49,49,2,49,0,1,B,7,37,Male,No,prereg
f5efc25139d5725e553b8f66,1,0.9,1.1,sampling_noiseless,beliefs_first,3,3,4,5,1390,60,0,40,20,0,80,1,1,A,7,DATA_EXPIRED,Male,No,prereg
7da321c5fff8f71f7d86d599,0,1,1,description_noiseless,choice_first,3,2,5,2,1365,49,1,50,50,1,49,0,1,A,7,33,Male,DATA_EXPIRED,prereg
062cd858b8b9fc1d97c4b68e,0,150,2,sampling_noiseless,choice_first,4,4,4,4,2414,30,20,50,30,50,20,0,1,A,6,50,Male,Yes,prereg
6a8e2b2ee09cbdb13529a423,1,2,2,description_noiseless,beliefs_first,5,3,2,2,840,25,50,25,25,50,25,0,1,B,5,41,Female,No,prereg
144203ed83e96f750295c725,0,1.51,0.49,description_noiseless,beliefs_first,4,3,5,5,540,35,5,60,60,2,38,0,1,B,6,31,Male,No,prereg
c4b8bcccc0fd176ced5f5b0b,1,0.75,1.25,sampling_noiseless,beliefs_first,3,2,4,3,2046,75,10,15,85,5,10,0,1,B,6,65,Female,No,prereg
d600ef257f54928aba255b14,0,1,0.8,description_noiseless,choice_first,4,2,5,5,3372,10,30,60,60,30,10,0,1,A,4,33,Male,Yes,prereg
e8a04f3b26c59c29bd093af3,0,1,1,description_noiseless,beliefs_first,4,5,2,4,579,45.45,9.1,45.45,45.45,9.1,45.45,1,1,B,4,25,Male,No,prereg
a68660ecce382982dc1e951b,1,1,1,sampling_noiseless,beliefs_first,2,4,3,2,632,55,0,45,45,0,55,1,1,B,6,42,Male,No,prereg
40d9c1117726d3f7df86a371,1,0.9,1,sampling_noiseless,choice_first,3,2,5,5,959,50,15,35,45,15,40,0,1,B,6,48,Male,DATA_EXPIRED,prereg
d1bfb2945b4b499ff4c18bf0,1,1.5,1.7,sampling_noiseless,beliefs_first,4,3,5,5,1900,40,8,52,40,8,52,1,1,A,7,66,Male,No,prereg
a9a9d2cffb98b25a6d252a58,0,1,0.75,description_noiseless,choice_first,4,3,5,4,1155,40,10,50,50,10,40,1,1,A,6,36,Male,No,prereg
a61196c9f75a91564f0fa1fd,0,1,1,description_noiseless,beliefs_first,3,2,5,5,1158,30,40,30,35,35,30,1,1,B,7,32,Male,No,prereg
7d12defa7bd3ae8f8fe4448b,1,1,2,sampling_noiseless,choice_first,4,2,5,5,688,50,25,25,0,50,50,0,1,B,7,32,Male,No,prereg
c912648bcb33074656cdb103,1,1.2,1.4,sampling_noiseless,beliefs_first,4,4,4,3,989,18,2,80,8,2,90,1,1,B,7,60,Female,No,prereg
679c54a3e0c14c155ad1d3bd,0,1,0.95,description_noiseless,beliefs_first,3,3,4,4,425,40,20,40,50,20,30,1,1,B,5,49,Male,No,prereg
a956242675ba7d04f41eaab7,0,2,2,description_noiseless,choice_first,3,3,5,3,637,49,2,49,49,2,49,0,1,A,1,32,Female,No,prereg
9dca11b511fd74407c66f8c4,0,2,1,sampling_noiseless,beliefs_first,2,2,1,1,438,25,50,25,50,25,25,0,1,A,5,37,Female,No,prereg
20b878a1c871d884e69976d9,0,1,1,sampling_noiseless,beliefs_first,5,3,3,4,932,20,55,25,40,40,20,1,1,B,7,21,Male,Yes,prereg
2f5d014654d003153b4643d2,0,2,2,description_noiseless,choice_first,4,3,5,5,1525,50,10,40,60,10,30,0,1,B,7,34,Male,Yes,prereg
165fa7faf88e01016c5ec939,1,1.6,1.64,sampling_noiseless,beliefs_first,4,2,3,3,469,5,0,95,5,0,95,0,1,A,6,48,Female,No,prereg
909435c92d41016c75e4fd72,0,1.01,0.99,description_noiseless,choice_first,2,4,3,3,484,49,2,49,50,2,48,0,1,B,2,21,Male,Yes,prereg
cb2d08d2c95f52afb78fd988,1,1,1,description_noiseless,beliefs_first,1,1,3,3,1059,49,2,49,49,2,49,0,1,B,4,62,Female,DATA_EXPIRED,prereg
1a156df23004bf52ab1dfb45,1,0.8,1,sampling_noiseless,choice_first,5,4,3,2,732,70,10,20,20,10,70,1,1,B,6,44,Male,No,prereg
eca9803a4a219547f111967d,1,1.4,1.6,sampling_noiseless,beliefs_first,3,4,4,4,685,80,10,10,40,10,50,1,1,B,7,62,Male,No,prereg
61c566cf9239ea074e5ce80a,1,1,1,description_noiseless,beliefs_first,5,4,4,4,890,45.5,9,45.5,45.5,9,45.5,1,1,A,7,32,Male,No,prereg
996e0f9dcc7fdb24a787cbaa,1,0.65,0.8,sampling_noiseless,choice_first,4,5,4,5,626,85,1,14,80,2,18,0,1,A,7,33,Male,DATA_EXPIRED,prereg
5bce7d70226b221098c1f078,1,1,1.25,description_noiseless,beliefs_first,2,2,5,5,1238,45,10,45,40,10,50,1,1,B,5,40,Male,No,prereg
6df212dc7cc20dbc70579fb9,0,0.1,0.1,description_noiseless,choice_first,4,3,5,3,1069,45,5,50,45,5,50,1,1,A,3,28,Male,No,prereg
650b34d4e3846283b9281b07,1,1.2,1,sampling_noiseless,beliefs_first,4,3,4,3,1002,45,10,45,50,0,50,1,1,A,6,46,Male,No,prereg
bb2a8271913667e2d5a528b5,1,0.51,0.55,sampling_noiseless,beliefs_first,4,4,4,4,778,95,1,4,91,1,8,0,1,B,6,56,Male,No,prereg
a5f81965f50c846331211fff,1,0.9,1.8,sampling_noiseless,choice_first,4,4,5,3,751,64,9,27,9,0,91,1,1,A,7,48,Male,No,prereg
fef959172fa0d3d7c6bdb6c1,1,1,0.8,description_noiseless,choice_first,2,2,3,3,694,46,9,45,50,9,41,1,1,A,5,40,Female,No,prereg
c224d01904a49b1d2a1d0ff9,1,1,1,description_noiseless,beliefs_first,1,3,4,5,791,45,10,45,45,10,45,1,1,A,1,35,Male,DATA_EXPIRED,prereg
2331dc010b691d13edb64608,1,0.94,0.9,sampling_noiseless,beliefs_first,4,3,4,3,637,75,10,15,75,10,15,0,1,B,7,42,Female,No,prereg
60fd5852c044761a8e287fba,0,1,1,description_noiseless,choice_first,3,2,3,3,501,49,2,49,49,2,49,0,1,A,4,34,Female,No,prereg
f80f450875455555b1e79fbb,1,0.96,1,sampling_noiseless,choice_first,2,1,5,5,556,50,2,48,48,2,50,0,1,A,6,41,Female,No,prereg
7fe7be5e6dcbdb56e3355920,0,1,1,sampling_noiseless,beliefs_first,4,3,4,4,634,5,25,70,10,40,50,1,1,B,5,42,Female,Yes,prereg
96d831c71914ad80f3922b6b,1,1,1.2,description_noiseless,choice_first,3,3,5,4,479,45,10,45,45,10,45,1,1,A,2,37,Female,No,prereg
c689aae6fec2024d6341e984,0,1,0.8,description_noiseless,beliefs_first,2,1,5,3,873,0,100,0,100,0,0,1,1,A,4,30,Male,No,prereg
a0b6f7c6720ea1f96f7889fb,1,1,1,description_noiseless,choice_first,4,4,3,3,770,49,2,49,49,2,49,0,1,A,7,32,Male,No,prereg
61dd312370f1c9a2eae4abe6,1,1.24,1.29,sampling_noiseless,beliefs_first,4,2,3,4,466,49.5,1,49.5,49.5,1,49.5,0,1,B,7,37,Male,DATA_EXPIRED,prereg
ff6d2f07071dd192272c0e99,0,1.1,0.9,description_noiseless,beliefs_first,2,2,4,4,756,47,5,48,58,4,38,1,1,A,5,40,Female,No,prereg
8c7d8805051ce8d75de0f3fa,0,1,1,description_noiseless,choice_first,4,3,5,4,721,45,10,45,45,10,45,1,1,B,6,45,Male,No,prereg
2428cd76c96a82667e36e9b9,1,0.5,0.4,sampling_noiseless,beliefs_first,4,4,5,5,568,60,5,35,80,5,15,1,1,B,4,27,Male,No,prereg
00dc6d2e8b094a2ef7195520,1,2,1,sampling_noiseless,beliefs_first,2,1,3,3,777,55,10,35,45,10,45,1,1,A,6,33,Female,No,prereg
eebcc6771c60553700b56d58,0,1,0.96,sampling_noiseless,choice_first,2,4,5,4,649,49,2,49,50,2,48,0,1,A,7,49,Female,DATA_EXPIRED,prereg
a38cd6425635a6e672e431f2,0,1,1,description_noiseless,beliefs_first,4,4,4,4,726,49.5,1,49.5,49.5,1,49.5,1,1,B,1,43,Male,DATA_EXPIRED,prereg
a3df421bfd16364bb2eb9eda,1,0.8,1.1,sampling_noiseless,choice_first,4,3,4,4,894,70,10,20,40,10,50,1,1,A,6,36,Female,No,prereg
6c53edb4c3731b33a2d1592f,0,1,1,description_noiseless,choice_first,2,1,3,3,1444,45.45,9.10,45.450,36.36,9.10,54.54,1,1,A,7,76,Female,No,prereg
7cc760bc00a31924e9760848,0,1,0.5,description_noiseless,choice_first,3,1,5,3,1823,10,10,80,90,5,5,0,1,B,7,84,Male,DATA_EXPIRED,prereg
a1ee940dc953b546de9b641e,1,1,1,description_noiseless,choice_first,4,5,3,3,728,49,2,49,49,2,49,0,1,A,4,43,Male,No,prereg
16d2fb25ab11cecf5da7383b,1,1.2,1.4,sampling_noiseless,choice_first,4,2,4,5,513,55,10,35,40,15,45,1,1,A,7,25,Male,No,prereg
9b9caa8aea3c9b79dcf64516,1,2,1,description_noiseless,choice_first,4,5,3,2,258,25,36,39,20,30,50,0,1,B,7,24,Male,Yes,prereg
45c149283d819c4e424ca702,0,1,1,description_noiseless,beliefs_first,2,1,2,3,285,50,25,25,50,25,25,1,1,B,4,31,Male,DATA_EXPIRED,prereg
173ed78c074c065025dd3292,0,2,2,description_noiseless,beliefs_first,3,2,3,3,1071,33,33,34,33,33,34,0,1,B,1,39,Female,No,prereg
d7fc3787110ccd0e327e16a4,1,1,2,sampling_noiseless,beliefs_first,2,3,4,3,949,60,30,10,35,40,25,1,1,B,4,36,Male,DATA_EXPIRED,prereg
83859894cb555eee03a9f9d5,1,1,1,description_noiseless,beliefs_first,2,2,4,4,485,45,10,45,45,10,45,1,1,B,4,30,Female,No,prereg
f98d16a651db685a8e2605a7,1,1,1.04,sampling_noiseless,beliefs_first,5,2,5,5,756,30,10,60,30,10,60,0,1,A,7,36,Female,DATA_EXPIRED,prereg
6f74670aa0fb3b6fe179245b,0,2,2,description_noiseless,beliefs_first,2,1,4,1,1222,2,10,88,0,8,92,1,1,A,4,64,Female,No,prereg
9f3afa5b8ffbedae2556244d,1,1,0.1,sampling_noiseless,choice_first,4,3,4,4,1242,80,10,10,70,10,20,1,1,B,5,45,Male,No,prereg
ebaf766400a22d6549125556,1,0.6,1.2,sampling_noiseless,choice_first,3,4,3,2,615,85,1,14,40,1,59,1,1,B,6,28,Male,Yes,prereg
396e4b23b9bade3d0e4e8a14,1,1,1,sampling_noiseless,choice_first,4,2,5,4,1334,5,30,65,10,40,50,1,1,B,5,33,Female,No,prereg
88b11851306c075affcb5556,0,1,1,description_noiseless,choice_first,3,4,3,4,541,48,2,50,50,2,48,0,1,A,1,45,Male,DATA_EXPIRED,prereg
e36f903b1e12a85ba0493e18,1,1,1,sampling_noiseless,choice_first,4,3,4,3,2295,49,2,49,48,4,48,0,1,B,6,25,Male,No,prereg
976537b2426cbc92993dd7c1,1,0.6,1,sampling_noiseless,choice_first,4,3,4,4,2464,60,25,15,20,60,20,1,1,B,5,26,Male,Yes,prereg
